from_unitid,to_unitid,rank,year
140960,141264,2,2016
140960,139940,3,2016
140960,139931,4,2016
140960,139719,5,2016
140960,138947,6,2016
140960,141334,7,2016
140960,138789,8,2016
140960,133650,9,2016
140960,139311,10,2016
140960,139959,11,2016
140960,140164,12,2016
140960,139366,13,2016
140960,141060,14,2016
140960,100724,15,2016
140960,140720,16,2016
140960,132602,17,2016
140960,102377,18,2016
140960,218733,19,2016
140960,221838,20,2016
140960,131520,21,2016
140960,199102,22,2016
140960,100654,23,2016
140960,140447,24,2016
140960,139764,25,2016
140942,140960,1,2016
140942,138789,2,2016
140942,139931,3,2016
140942,366465,4,2016
140942,140951,5,2016
140942,141255,6,2016
140942,139357,7,2016
140942,139940,8,2016
140942,138840,9,2016
140942,140678,10,2016
140942,139250,11,2016
140942,138956,12,2016
140942,141006,13,2016
140942,139959,14,2016
140942,138947,15,2016
140942,138716,16,2016
140942,141264,17,2016
140942,140331,18,2016
140942,139755,19,2016
140942,139621,20,2016
140942,246813,21,2016
140942,139366,22,2016
140942,140164,23,2016
140942,139719,24,2016
140942,140447,25,2016
140988,139144,1,2016
140988,140164,2,2016
140988,141334,3,2016
140988,140872,4,2016
140988,139959,5,2016
140988,141264,6,2016
140988,139931,7,2016
140988,482680,8,2016
140988,139463,9,2016
140988,139700,10,2016
140988,140447,11,2016
140988,140234,12,2016
140988,141237,13,2016
140988,101480,14,2016
140988,141361,15,2016
140988,139366,16,2016
140988,139861,17,2016
140988,139940,18,2016
140988,138789,19,2016
140988,139393,20,2016
140988,139968,21,2016
140988,139205,22,2016
140988,140696,23,2016
140988,100751,24,2016
140988,140818,25,2016
448309,140988,1,2016
448309,139700,2,2016
448309,139959,3,2016
448309,139931,4,2016
448309,140447,5,2016
448309,140696,6,2016
448309,138716,7,2016
448309,141325,8,2016
448309,139144,9,2016
448309,141361,10,2016
448309,138901,11,2016
448309,139463,12,2016
448309,141334,13,2016
448309,141097,14,2016
448309,139199,15,2016
448309,139940,16,2016
448309,447689,17,2016
448309,100724,18,2016
448309,140164,19,2016
448309,139968,20,2016
448309,244437,21,2016
448309,139311,22,2016
448309,139719,23,2016
448309,139658,24,2016
448309,138789,25,2016
482699,,1,2016
141006,138682,1,2016
141006,138691,2,2016
141006,140678,3,2016
141006,138716,4,2016
141006,139357,5,2016
141006,139764,6,2016
141006,244437,7,2016
141006,139621,8,2016
141006,138840,9,2016
141006,246813,10,2016
141006,141158,11,2016
141006,139968,12,2016
141006,141264,13,2016
141006,138901,14,2016
141006,139719,15,2016
141006,140942,16,2016
141006,139940,17,2016
141006,139250,18,2016
141006,140960,19,2016
141006,217615,20,2016
141006,141334,21,2016
141006,482680,22,2016
141006,139010,23,2016
141006,140164,24,2016
141006,140234,25,2016
368911,139621,1,2016
368911,139205,2,2016
368911,141158,3,2016
368911,244446,4,2016
368911,206817,5,2016
368911,140252,6,2016
368911,140012,7,2016
368911,140331,8,2016
368911,244437,9,2016
368911,138789,10,2016
368911,139700,11,2016
368911,140234,12,2016
368911,138558,13,2016
368911,139764,14,2016
368911,482680,15,2016
368911,139366,16,2016
368911,139861,17,2016
368911,101480,18,2016
368911,140447,19,2016
368911,140164,20,2016
368911,140951,21,2016
368911,220978,22,2016
368911,139931,23,2016
368911,139658,24,2016
368911,139940,25,2016
139986,139968,1,2016
139986,139311,2,2016
139986,244437,3,2016
139986,140960,4,2016
139986,139940,5,2016
139986,138716,6,2016
139986,140164,7,2016
139986,139357,8,2016
139986,138840,9,2016
139986,139719,10,2016
139986,141334,11,2016
139986,141264,12,2016
139986,366465,13,2016
139986,140012,14,2016
139986,139755,15,2016
139986,141006,16,2016
139986,102270,17,2016
139986,244446,18,2016
139986,140678,19,2016
139986,138901,20,2016
139986,384388,21,2016
139986,140234,22,2016
139986,200192,23,2016
139986,138558,24,2016
139986,101675,25,2016
141097,139755,1,2016
141097,140164,2,2016
141097,139940,3,2016
141097,139959,4,2016
141097,139931,5,2016
141097,141334,6,2016
141097,244437,7,2016
141097,140447,8,2016
141097,100858,9,2016
141097,482680,10,2016
141097,141264,11,2016
141097,140331,12,2016
141097,140960,13,2016
141097,138716,14,2016
141097,138789,15,2016
141097,140951,16,2016
141097,139861,17,2016
141097,140696,18,2016
141097,139366,19,2016
141097,447689,20,2016
141097,139311,21,2016
141097,139764,22,2016
141097,139144,23,2016
141097,139463,24,2016
141097,139658,25,2016
141158,141006,1,2016
141158,139010,2,2016
141158,141255,3,2016
141158,141167,4,2016
141158,368911,5,2016
141158,140599,6,2016
141158,138682,7,2016
141158,140678,8,2016
141158,137759,9,2016
141158,139357,10,2016
141158,140942,11,2016
141158,141264,12,2016
141158,140012,13,2016
141158,230861,14,2016
141158,173559,15,2016
141158,188058,16,2016
141158,139278,17,2016
141158,136145,18,2016
141158,244446,19,2016
141158,138558,20,2016
141158,240514,21,2016
141158,217615,22,2016
141158,179715,23,2016
141158,207050,24,2016
141158,139755,25,2016
141060,138947,1,2016
141060,131520,2,2016
141060,232265,3,2016
141060,139940,4,2016
141060,133650,5,2016
141060,160904,6,2016
141060,139658,7,2016
141060,139959,8,2016
141060,199102,9,2016
141060,221838,10,2016
141060,102377,11,2016
141060,166027,12,2016
141060,193900,13,2016
141060,135726,14,2016
141060,159009,15,2016
141060,198419,16,2016
141060,100724,17,2016
141060,134097,18,2016
141060,140960,19,2016
141060,138716,20,2016
141060,132602,21,2016
141060,163453,22,2016
141060,110662,23,2016
141060,100654,24,2016
141060,130794,25,2016
141167,140252,1,2016
141167,141264,2,2016
141167,138716,3,2016
141167,139205,4,2016
141167,139153,5,2016
141167,139764,6,2016
141167,139366,7,2016
141167,138789,8,2016
141167,139199,9,2016
141167,140960,10,2016
141167,141334,11,2016
141167,482680,12,2016
141167,139250,13,2016
141167,140872,14,2016
141167,139311,15,2016
141167,140696,16,2016
141167,139719,17,2016
141167,140988,18,2016
141167,138558,19,2016
141167,138691,20,2016
141167,139861,21,2016
141167,139968,22,2016
141167,140164,23,2016
141167,140447,24,2016
141167,139630,25,2016
141185,139393,1,2016
141185,141237,2,2016
141185,139630,3,2016
141185,138868,4,2016
141185,139144,5,2016
141185,232557,6,2016
141185,482680,7,2016
141185,140988,8,2016
141185,220613,9,2016
141185,194161,10,2016
141185,139861,11,2016
141185,140164,12,2016
141185,218441,13,2016
141185,219790,14,2016
141185,140818,15,2016
141185,141264,16,2016
141185,140447,17,2016
141185,139959,18,2016
141185,141334,19,2016
141185,174862,20,2016
141185,139199,21,2016
141185,137564,22,2016
141185,217633,23,2016
141185,139931,24,2016
141185,139205,25,2016
141237,140988,1,2016
141237,141185,2,2016
141237,141361,3,2016
141237,140818,4,2016
141237,482680,5,2016
141237,140872,6,2016
141237,139205,7,2016
141237,139630,8,2016
141237,141334,9,2016
141237,139144,10,2016
141237,482680,11,2016
141237,140164,12,2016
141237,141264,13,2016
141237,138868,14,2016
141237,139393,15,2016
141237,138789,16,2016
141237,135364,17,2016
141237,140234,18,2016
141237,141167,19,2016
141237,140447,20,2016
141237,139199,21,2016
141237,139959,22,2016
141237,220613,23,2016
141237,139931,24,2016
141237,139366,25,2016
139959,139940,1,2016
139959,139755,2,2016
139959,139931,3,2016
139959,100858,4,2016
139959,139658,5,2016
139959,134130,6,2016
139959,100751,7,2016
139959,140164,8,2016
139959,141264,9,2016
139959,217882,10,2016
139959,140447,11,2016
139959,199120,12,2016
139959,134097,13,2016
139959,218663,14,2016
139959,135726,15,2016
139959,139861,16,2016
139959,141334,17,2016
139959,221999,18,2016
139959,221759,19,2016
139959,198419,20,2016
139959,139144,21,2016
139959,482680,22,2016
139959,193900,23,2016
139959,199847,24,2016
139959,166027,25,2016
482680,,1,2016
141334,139940,1,2016
141334,140164,2,2016
141334,139931,3,2016
141334,141264,4,2016
141334,139959,5,2016
141334,138716,6,2016
141334,140960,7,2016
141334,139366,8,2016
141334,139311,9,2016
141334,482680,10,2016
141334,139861,11,2016
141334,139719,12,2016
141334,139764,13,2016
141334,140447,14,2016
141334,138789,15,2016
141334,244437,16,2016
141334,138947,17,2016
141334,447689,18,2016
141334,139144,19,2016
141334,139968,20,2016
141334,140988,21,2016
141334,100858,22,2016
141334,139658,23,2016
141334,101480,24,2016
141334,100751,25,2016
141264,139931,1,2016
141264,139940,2,2016
141264,140164,3,2016
141264,139959,4,2016
141264,141334,5,2016
141264,138716,6,2016
141264,140960,7,2016
141264,139366,8,2016
141264,138789,9,2016
141264,139719,10,2016
141264,139861,11,2016
141264,140447,12,2016
141264,139311,13,2016
141264,139764,14,2016
141264,482680,15,2016
141264,138947,16,2016
141264,100858,17,2016
141264,139658,18,2016
141264,133650,19,2016
141264,447689,20,2016
141264,134097,21,2016
141264,100751,22,2016
141264,139968,23,2016
141264,141060,24,2016
141264,139755,25,2016
141325,138600,1,2016
141325,140447,2,2016
141325,130697,3,2016
141325,139658,4,2016
141325,168218,5,2016
141325,139959,6,2016
141325,139199,7,2016
141325,139940,8,2016
141325,139861,9,2016
141325,217156,10,2016
141325,216287,11,2016
141325,164465,12,2016
141325,168342,13,2016
141325,167835,14,2016
141325,141334,15,2016
141325,139144,16,2016
141325,230959,17,2016
141325,193900,18,2016
141325,211273,19,2016
141325,197133,20,2016
141325,140164,21,2016
141325,189088,22,2016
141325,141060,23,2016
141325,141264,24,2016
141325,166939,25,2016
139278,141334,1,2016
139278,244437,2,2016
139278,447689,3,2016
139278,244446,4,2016
139278,139940,5,2016
139278,139621,6,2016
139278,140678,7,2016
139278,140331,8,2016
139278,101480,9,2016
139278,139931,10,2016
139278,141264,11,2016
139278,139700,12,2016
139278,139959,13,2016
139278,140234,14,2016
139278,139968,15,2016
139278,140012,16,2016
139278,482680,17,2016
139278,139366,18,2016
139278,139755,19,2016
139278,139861,20,2016
139278,101240,21,2016
139278,139357,22,2016
139278,139311,23,2016
139278,140447,24,2016
139278,140960,25,2016
141255,141264,1,2016
141255,138558,2,2016
141255,384379,3,2016
141255,140942,4,2016
141255,140960,5,2016
141255,140599,6,2016
141255,138682,7,2016
141255,141158,8,2016
141255,138716,9,2016
141255,139357,10,2016
141255,138789,11,2016
141255,140164,12,2016
141255,139700,13,2016
141255,139940,14,2016
141255,139931,15,2016
141255,139366,16,2016
141255,139959,17,2016
141255,139621,18,2016
141255,138840,19,2016
141255,244437,20,2016
141255,141334,21,2016
141255,138868,22,2016
141255,140331,23,2016
141255,141006,24,2016
141255,447689,25,2016
141361,482680,1,2016
141361,139144,2,2016
141361,140164,3,2016
141361,140988,4,2016
141361,139959,5,2016
141361,141264,6,2016
141361,140872,7,2016
141361,139861,8,2016
141361,140818,9,2016
141361,141237,10,2016
141361,139931,11,2016
141361,141334,12,2016
141361,138789,13,2016
141361,139199,14,2016
141361,139940,15,2016
141361,482680,16,2016
141361,139366,17,2016
141361,140447,18,2016
141361,,19,2016
141361,140234,20,2016
141361,140696,21,2016
141361,139658,22,2016
141361,139463,23,2016
141361,139764,24,2016
141361,138558,25,2016
230047,230038,1,2016
230047,142522,2,2016
230047,230764,3,2016
230047,230728,4,2016
230047,230737,5,2016
230047,230603,6,2016
230047,141644,7,2016
230047,141574,8,2016
230047,141565,9,2016
230047,233611,10,2016
230047,230171,11,2016
230047,141981,12,2016
230047,230782,13,2016
230047,104151,14,2016
230047,166027,15,2016
230047,,16,2016
230047,243744,17,2016
230047,230597,18,2016
230047,105330,19,2016
230047,110662,20,2016
230047,104179,21,2016
230047,193900,22,2016
230047,142115,23,2016
230047,130794,24,2016
230047,123961,25,2016
141486,141644,1,2016
141486,141574,2,2016
141486,141565,3,2016
141486,141981,4,2016
141486,141796,5,2016
141486,141680,6,2016
141486,141811,7,2016
141486,182281,8,2016
141486,236595,9,2016
141486,236939,10,2016
141486,230047,11,2016
141486,122409,12,2016
141486,209825,13,2016
141486,104151,14,2016
141486,209542,15,2016
141486,383190,16,2016
141486,115728,17,2016
141486,209612,18,2016
141486,122612,19,2016
141486,110583,20,2016
141486,209551,21,2016
141486,110662,22,2016
141486,120184,23,2016
141486,121150,24,2016
141486,105330,25,2016
449579,141644,1,2016
449579,430591,2,2016
449579,141981,3,2016
449579,141565,4,2016
449579,141574,5,2016
449579,383190,6,2016
449579,110699,7,2016
449579,117627,8,2016
449579,141486,9,2016
449579,190150,10,2016
449579,123961,11,2016
449579,230047,12,2016
449579,110583,13,2016
449579,182290,14,2016
449579,193900,15,2016
449579,110662,16,2016
449579,160755,17,2016
449579,110556,18,2016
449579,209542,19,2016
449579,126818,20,2016
449579,110714,21,2016
449579,122597,22,2016
449579,110653,23,2016
449579,228723,24,2016
449579,110635,25,2016
383190,141565,1,2016
383190,141644,2,2016
383190,141574,3,2016
383190,141981,4,2016
383190,141796,5,2016
383190,141839,6,2016
383190,141680,7,2016
383190,141486,8,2016
383190,230047,9,2016
383190,141811,10,2016
383190,141802,11,2016
383190,104151,12,2016
383190,122889,13,2016
383190,112190,14,2016
383190,141990,15,2016
383190,104179,16,2016
383190,209551,17,2016
383190,209542,18,2016
383190,423652,19,2016
383190,105330,20,2016
383190,117575,21,2016
383190,182281,22,2016
383190,120342,23,2016
383190,133669,24,2016
383190,122339,25,2016
141644,141574,1,2016
141644,141565,2,2016
141644,141981,3,2016
141644,141486,4,2016
141644,110662,5,2016
141644,110583,6,2016
141644,104151,7,2016
141644,122409,8,2016
141644,193900,9,2016
141644,123961,10,2016
141644,135726,11,2016
141644,104179,12,2016
141644,121150,13,2016
141644,110705,14,2016
141644,209551,15,2016
141644,122597,16,2016
141644,110714,17,2016
141644,122436,18,2016
141644,230047,19,2016
141644,134097,20,2016
141644,110680,21,2016
141644,243744,22,2016
141644,182281,23,2016
141644,105330,24,2016
141644,166027,25,2016
141680,141796,1,2016
141680,141811,2,2016
141680,141574,3,2016
141680,141486,4,2016
141680,383190,5,2016
141680,141839,6,2016
141680,141644,7,2016
141680,141565,8,2016
141680,141990,9,2016
141680,141802,10,2016
141680,141981,11,2016
141680,123952,12,2016
141680,434584,13,2016
141680,182281,14,2016
141680,420723,15,2016
141680,230047,16,2016
141680,406547,17,2016
141680,114433,18,2016
141680,105330,19,2016
141680,188058,20,2016
141680,110370,21,2016
141680,423652,22,2016
141680,164872,23,2016
141680,117168,24,2016
141680,113537,25,2016
141796,141574,1,2016
141796,141680,2,2016
141796,141811,3,2016
141796,141644,4,2016
141796,141486,5,2016
141796,141565,6,2016
141796,141981,7,2016
141796,383190,8,2016
141796,141839,9,2016
141796,141802,10,2016
141796,141990,11,2016
141796,182281,12,2016
141796,434584,13,2016
141796,209825,14,2016
141796,209612,15,2016
141796,236939,16,2016
141796,210146,17,2016
141796,105330,18,2016
141796,122889,19,2016
141796,230047,20,2016
141796,190503,21,2016
141796,112190,22,2016
141796,182005,23,2016
141796,209542,24,2016
141796,236595,25,2016
141802,141796,1,2016
141802,141680,2,2016
141802,141839,3,2016
141802,383190,4,2016
141802,141574,5,2016
141802,141565,6,2016
141802,141811,7,2016
141802,141981,8,2016
141802,434584,9,2016
141802,141990,10,2016
141802,141486,11,2016
141802,101994,12,2016
141802,107743,13,2016
141802,101453,14,2016
141802,106810,15,2016
141802,100690,16,2016
141802,107521,17,2016
141802,107619,18,2016
141802,106795,19,2016
141802,107974,20,2016
141802,107318,21,2016
141802,106625,22,2016
141802,107549,23,2016
141802,101602,24,2016
141802,106883,25,2016
141811,141796,1,2016
141811,141574,2,2016
141811,141981,3,2016
141811,141680,4,2016
141811,141644,5,2016
141811,141486,6,2016
141811,141565,7,2016
141811,141990,8,2016
141811,141839,9,2016
141811,383190,10,2016
141811,182281,11,2016
141811,141802,12,2016
141811,209612,13,2016
141811,230047,14,2016
141811,236939,15,2016
141811,115728,16,2016
141811,194736,17,2016
141811,182005,18,2016
141811,434584,19,2016
141811,182290,20,2016
141811,112190,21,2016
141811,236753,22,2016
141811,122339,23,2016
141811,127556,24,2016
141811,210429,25,2016
457484,,1,2016
141565,141574,1,2016
141565,141644,2,2016
141565,141981,3,2016
141565,383190,4,2016
141565,141486,5,2016
141565,230047,6,2016
141565,209551,7,2016
141565,104179,8,2016
141565,104151,9,2016
141565,110662,10,2016
141565,110583,11,2016
141565,182281,12,2016
141565,134130,13,2016
141565,236939,14,2016
141565,110714,15,2016
141565,122409,16,2016
141565,123961,17,2016
141565,209542,18,2016
141565,105330,19,2016
141565,141839,20,2016
141565,110705,21,2016
141565,236948,22,2016
141565,193900,23,2016
141565,134097,24,2016
141565,135726,25,2016
141574,141644,1,2016
141574,141565,2,2016
141574,141981,3,2016
141574,209551,4,2016
141574,141486,5,2016
141574,110662,6,2016
141574,122409,7,2016
141574,236948,8,2016
141574,104179,9,2016
141574,104151,10,2016
141574,123961,11,2016
141574,110705,12,2016
141574,182281,13,2016
141574,209542,14,2016
141574,110583,15,2016
141574,236939,16,2016
141574,134130,17,2016
141574,110680,18,2016
141574,135726,19,2016
141574,122436,20,2016
141574,110635,21,2016
141574,141796,22,2016
141574,193900,23,2016
141574,110714,24,2016
141574,243744,25,2016
141839,141574,1,2016
141839,141565,2,2016
141839,141644,3,2016
141839,141796,4,2016
141839,383190,5,2016
141839,141981,6,2016
141839,141680,7,2016
141839,141802,8,2016
141839,141811,9,2016
141839,141486,10,2016
141839,230047,11,2016
141839,141990,12,2016
141839,104151,13,2016
141839,117575,14,2016
141839,110583,15,2016
141839,122436,16,2016
141839,102553,17,2016
141839,122409,18,2016
141839,110705,19,2016
141839,434584,20,2016
141839,182281,21,2016
141839,210146,22,2016
141839,208646,23,2016
141839,104179,24,2016
141839,162609,25,2016
141981,141574,1,2016
141981,141644,2,2016
141981,141565,3,2016
141981,141486,4,2016
141981,141811,5,2016
141981,230047,6,2016
141981,141796,7,2016
141981,383190,8,2016
141981,110662,9,2016
141981,141839,10,2016
141981,123961,11,2016
141981,110583,12,2016
141981,122409,13,2016
141981,182281,14,2016
141981,104151,15,2016
141981,110705,16,2016
141981,209551,17,2016
141981,110617,18,2016
141981,122436,19,2016
141981,110592,20,2016
141981,193900,21,2016
141981,110680,22,2016
141981,110699,23,2016
141981,104179,24,2016
141981,141680,25,2016
141990,141796,1,2016
141990,141680,2,2016
141990,141574,3,2016
141990,141811,4,2016
141990,141644,5,2016
141990,383190,6,2016
141990,141802,7,2016
141990,141839,8,2016
141990,141565,9,2016
141990,141486,10,2016
141990,141981,11,2016
141990,182281,12,2016
141990,235167,13,2016
141990,110699,14,2016
141990,115755,15,2016
141990,105330,16,2016
141990,217156,17,2016
141990,166027,18,2016
141936,140562,1,2016
141936,193405,2,2016
141936,214616,3,2016
141936,179812,4,2016
141936,239169,5,2016
141936,223223,6,2016
141936,145558,7,2016
141936,111966,8,2016
141936,177834,9,2016
141936,218335,10,2016
141936,204547,11,2016
141936,166708,12,2016
141936,187222,13,2016
141936,,14,2016
141936,166027,15,2016
141936,209296,16,2016
141936,188580,17,2016
141936,,18,2016
141936,431248,19,2016
141936,148876,20,2016
141936,193830,21,2016
141936,173957,22,2016
141936,243744,23,2016
141936,217156,24,2016
141936,159373,25,2016
142090,142115,1,2016
142090,142461,2,2016
142090,178679,3,2016
142090,209287,4,2016
142090,110918,5,2016
142090,124487,6,2016
142090,120537,7,2016
142090,142294,8,2016
142090,208822,9,2016
142090,127954,10,2016
142090,198677,11,2016
142090,142559,12,2016
142090,112084,13,2016
142090,142276,14,2016
142090,126669,15,2016
142090,174862,16,2016
142090,209542,17,2016
142090,210304,18,2016
142090,260947,19,2016
142090,440396,20,2016
142090,123280,21,2016
142090,146667,22,2016
142090,142285,23,2016
142090,236577,24,2016
142090,237066,25,2016
142115,142285,1,2016
142115,142276,2,2016
142115,209551,3,2016
142115,209542,4,2016
142115,236939,5,2016
142115,104151,6,2016
142115,142294,7,2016
142115,104179,8,2016
142115,142559,9,2016
142115,230764,10,2016
142115,236948,11,2016
142115,230728,12,2016
142115,180461,13,2016
142115,126818,14,2016
142115,180489,15,2016
142115,142461,16,2016
142115,182290,17,2016
142115,204796,18,2016
142115,142328,19,2016
142115,182281,20,2016
142115,171100,21,2016
142115,230038,22,2016
142115,141574,23,2016
142115,100751,24,2016
142115,105330,25,2016
142522,230038,1,2016
142522,230047,2,2016
142522,230728,3,2016
142522,230764,4,2016
142522,230737,5,2016
142522,230603,6,2016
142522,233611,7,2016
142522,230782,8,2016
142522,142276,9,2016
142522,230171,10,2016
142522,230597,11,2016
142522,142115,12,2016
142522,,13,2016
142522,105330,14,2016
142522,104151,15,2016
142522,142285,16,2016
142522,230807,17,2016
142522,142559,18,2016
142522,236939,19,2016
142522,166027,20,2016
142522,209542,21,2016
142522,230092,22,2016
142522,104179,23,2016
142522,104577,24,2016
142522,236948,25,2016
142559,142276,1,2016
142559,142115,2,2016
142559,142285,3,2016
142559,142294,4,2016
142559,142328,5,2016
142559,142443,6,2016
142559,142179,7,2016
142559,142522,8,2016
142559,142461,9,2016
142559,210234,10,2016
142559,230728,11,2016
142559,230092,12,2016
142559,230038,13,2016
142559,180461,14,2016
142559,230764,15,2016
142559,236939,16,2016
142559,230171,17,2016
142559,182290,18,2016
142559,210155,19,2016
142559,200059,20,2016
142559,182306,21,2016
142559,208646,22,2016
142559,423652,23,2016
142559,209542,24,2016
142559,209551,25,2016
455114,142115,1,2016
455114,142276,2,2016
455114,142294,3,2016
455114,142559,4,2016
455114,210234,5,2016
455114,142285,6,2016
455114,142328,7,2016
455114,142461,8,2016
455114,142522,9,2016
455114,142179,10,2016
455114,142443,11,2016
455114,148849,12,2016
455114,236939,13,2016
455114,230728,14,2016
455114,234827,15,2016
455114,237011,16,2016
455114,230764,17,2016
455114,209542,18,2016
455114,230038,19,2016
455114,104151,20,2016
455114,193900,21,2016
142179,142276,1,2016
142179,142559,2,2016
142179,142443,3,2016
142179,142294,4,2016
142179,142522,5,2016
142179,142115,6,2016
142179,153241,7,2016
142179,205027,8,2016
142179,149329,9,2016
142179,142285,10,2016
142179,142328,11,2016
142179,230171,12,2016
142179,,13,2016
142179,413617,14,2016
142179,230092,15,2016
142179,423652,16,2016
142179,151962,17,2016
142179,117575,18,2016
142179,380359,19,2016
142179,,20,2016
142179,200314,21,2016
142179,239442,22,2016
142179,104577,23,2016
142179,234827,24,2016
142179,201283,25,2016
142276,142115,1,2016
142276,142285,2,2016
142276,142559,3,2016
142276,230728,4,2016
142276,142522,5,2016
142276,142294,6,2016
142276,236939,7,2016
142276,230764,8,2016
142276,209542,9,2016
142276,142328,10,2016
142276,180489,11,2016
142276,180461,12,2016
142276,230038,13,2016
142276,142443,14,2016
142276,209551,15,2016
142276,235097,16,2016
142276,230782,17,2016
142276,208646,18,2016
142276,104179,19,2016
142276,126818,20,2016
142276,142461,21,2016
142276,234827,22,2016
142276,142179,23,2016
142276,240727,24,2016
142276,104151,25,2016
142328,142285,1,2016
142328,142115,2,2016
142328,142276,3,2016
142328,142443,4,2016
142328,142559,5,2016
142328,142294,6,2016
142328,236939,7,2016
142328,235097,8,2016
142328,236887,9,2016
142328,142461,10,2016
142328,180489,11,2016
142328,208646,12,2016
142328,235316,13,2016
142328,180461,14,2016
142328,209542,15,2016
142328,209551,16,2016
142328,234827,17,2016
142328,237066,18,2016
142328,209825,19,2016
142328,210234,20,2016
142328,180106,21,2016
142328,236595,22,2016
142328,210146,23,2016
142328,210429,24,2016
142328,209056,25,2016
440396,,1,2016
440396,143297,2,2016
440396,99000,3,2016
440396,181604,4,2016
440396,168740,5,2016
440396,114840,6,2016
440396,231882,7,2016
440396,110060,8,2016
440396,194569,9,2016
440396,181376,10,2016
440396,106625,11,2016
440396,148876,12,2016
440396,142090,13,2016
440396,152099,14,2016
440396,183345,15,2016
440396,235422,16,2016
440396,146667,17,2016
440396,148937,18,2016
440396,147536,19,2016
440396,198233,20,2016
440396,142559,21,2016
440396,,22,2016
440396,440402,23,2016
440396,234827,24,2016
440396,146506,25,2016
142443,142285,1,2016
142443,142115,2,2016
142443,142328,3,2016
142443,142276,4,2016
142443,142559,5,2016
142443,142294,6,2016
142443,236708,7,2016
142443,236692,8,2016
142443,236939,9,2016
142443,235097,10,2016
142443,142179,11,2016
142443,180489,12,2016
142443,180461,13,2016
142443,210155,14,2016
142443,210234,15,2016
142443,234827,16,2016
142443,142461,17,2016
142443,209542,18,2016
142443,235316,19,2016
142443,237066,20,2016
142443,208646,21,2016
142443,423652,22,2016
142443,180106,23,2016
142443,237011,24,2016
142443,142522,25,2016
142461,142115,1,2016
142461,142294,2,2016
142461,142285,3,2016
142461,236577,4,2016
142461,210331,5,2016
142461,142276,6,2016
142461,208822,7,2016
142461,237066,8,2016
142461,142559,9,2016
142461,121309,10,2016
142461,142328,11,2016
142461,236133,12,2016
142461,209409,13,2016
142461,221892,14,2016
142461,206862,15,2016
142461,236939,16,2016
142461,210234,17,2016
142461,110097,18,2016
142461,147828,19,2016
142461,180106,20,2016
142461,155520,21,2016
142461,109785,22,2016
142461,235316,23,2016
142461,208646,24,2016
142461,208488,25,2016
474906,,1,2016
460899,,1,2016
142294,142115,1,2016
142294,142285,2,2016
142294,142276,3,2016
142294,142461,4,2016
142294,142559,5,2016
142294,142328,6,2016
142294,142443,7,2016
142294,208646,8,2016
142294,209065,9,2016
142294,180106,10,2016
142294,236939,11,2016
142294,235316,12,2016
142294,209612,13,2016
142294,180489,14,2016
142294,210234,15,2016
142294,142179,16,2016
142294,142522,17,2016
142294,237066,18,2016
142294,209542,19,2016
142294,236948,20,2016
142294,180461,21,2016
142294,236328,22,2016
142294,209551,23,2016
142294,209056,24,2016
142294,230728,25,2016
142285,142115,1,2016
142285,236939,2,2016
142285,142276,3,2016
142285,209542,4,2016
142285,142328,5,2016
142285,209551,6,2016
142285,142294,7,2016
142285,180461,8,2016
142285,235097,9,2016
142285,236948,10,2016
142285,142443,11,2016
142285,180489,12,2016
142285,142559,13,2016
142285,234827,14,2016
142285,237011,15,2016
142285,230764,16,2016
142285,235316,17,2016
142285,230728,18,2016
142285,237066,19,2016
142285,126818,20,2016
142285,208646,21,2016
142285,104179,22,2016
142285,104151,23,2016
142285,240727,24,2016
142285,209807,25,2016
142832,143978,1,2016
142832,177427,2,2016
142832,166717,3,2016
142832,240213,4,2016
142832,169220,5,2016
142832,110778,6,2016
142832,146728,7,2016
142832,143048,8,2016
142832,148487,9,2016
142832,120698,10,2016
142832,166027,11,2016
142832,110468,12,2016
142832,147776,13,2016
142832,144005,14,2016
142832,441104,15,2016
142832,188207,16,2016
142832,127653,17,2016
142832,143288,18,2016
142832,110307,19,2016
142832,145886,20,2016
142832,144740,21,2016
142832,445869,22,2016
142832,130794,23,2016
142832,147767,24,2016
142832,147536,25,2016
31198,,1,2016
143084,145646,1,2016
143084,145813,2,2016
143084,145637,3,2016
143084,143358,4,2016
143084,146719,5,2016
143084,238476,6,2016
143084,147703,7,2016
143084,146427,8,2016
143084,239105,9,2016
143084,147660,10,2016
143084,144962,11,2016
143084,153658,12,2016
143084,149772,13,2016
143084,147767,14,2016
143084,154235,15,2016
143084,147341,16,2016
143084,144740,17,2016
143084,144892,18,2016
143084,144050,19,2016
143084,145600,20,2016
143084,149222,21,2016
143084,152600,22,2016
143084,143118,23,2016
143084,153269,24,2016
143084,240444,25,2016
143118,147703,1,2016
143118,145813,2,2016
143118,144892,3,2016
143118,147660,4,2016
143118,143358,5,2016
143118,146612,6,2016
143118,146719,7,2016
143118,149772,8,2016
143118,145619,9,2016
143118,144962,10,2016
143118,145600,11,2016
143118,148496,12,2016
143118,148627,13,2016
143118,144351,14,2016
143118,143084,15,2016
143118,149222,16,2016
143118,144005,17,2016
143118,144740,18,2016
143118,147679,19,2016
143118,147776,20,2016
143118,147244,21,2016
143118,148584,22,2016
143118,149231,23,2016
143118,148487,24,2016
143118,148654,25,2016
145619,146719,1,2016
145619,145600,2,2016
145619,146612,3,2016
145619,147660,4,2016
