from_unitid,to_unitid,rank,year
183114,231174,14,2016
183211,183239,1,2016
183211,182634,2,2016
183211,183062,3,2016
183211,165820,4,2016
183211,167729,5,2016
183211,165699,6,2016
183211,183044,7,2016
183211,183026,8,2016
183211,165529,9,2016
183211,166513,10,2016
183211,183141,11,2016
183211,182980,12,2016
183211,164720,13,2016
183211,183080,14,2016
183211,165024,15,2016
183211,168430,16,2016
183211,217420,17,2016
183211,165866,18,2016
183211,164492,19,2016
183211,217536,20,2016
183211,183071,21,2016
183211,161554,22,2016
183211,182795,23,2016
183211,164562,24,2016
183211,183099,25,2016
183239,183044,1,2016
183239,167996,2,2016
183239,164562,3,2016
183239,231059,4,2016
183239,165699,5,2016
183239,217536,6,2016
183239,166850,7,2016
183239,166629,8,2016
183239,182634,9,2016
183239,130226,10,2016
183239,166124,11,2016
183239,129242,12,2016
183239,130253,13,2016
183239,217402,14,2016
183239,165671,15,2016
183239,183211,16,2016
183239,217484,17,2016
183239,166513,18,2016
183239,165529,19,2016
183239,167987,20,2016
183239,231174,21,2016
183239,167358,22,2016
183239,167783,23,2016
183239,168263,24,2016
183239,168430,25,2016
183026,183080,1,2016
183026,183044,2,2016
183026,183062,3,2016
183026,182795,4,2016
183026,217235,5,2016
183026,182980,6,2016
183026,166850,7,2016
183026,161554,8,2016
183026,183071,9,2016
183026,167729,10,2016
183026,165024,11,2016
183026,165699,12,2016
183026,182634,13,2016
183026,166629,14,2016
183026,168005,15,2016
183026,166391,16,2016
183026,217484,17,2016
183026,168263,18,2016
183026,166513,19,2016
183026,164562,20,2016
183026,167251,21,2016
183026,230852,22,2016
183026,168254,23,2016
183026,167260,24,2016
183026,165866,25,2016
183275,124292,1,2016
183275,167288,2,2016
183275,183257,3,2016
183275,176947,4,2016
183275,,5,2016
183275,219578,6,2016
183275,446048,7,2016
183275,168148,8,2016
183275,164465,9,2016
183275,115083,10,2016
183275,164632,11,2016
183275,182980,12,2016
183275,166939,13,2016
183275,167455,14,2016
183275,150677,15,2016
183275,231086,16,2016
183275,164748,17,2016
183275,440402,18,2016
183275,100690,19,2016
183275,161509,20,2016
183275,188340,21,2016
183275,196264,22,2016
183275,,23,2016
183275,182634,24,2016
183275,211361,25,2016
183071,183044,1,2016
183071,183026,2,2016
183071,231174,3,2016
183071,166629,4,2016
183071,183080,5,2016
183071,161253,6,2016
183071,129020,7,2016
183071,217484,8,2016
183071,167358,9,2016
183071,183062,10,2016
183071,166513,11,2016
183071,183239,12,2016
183071,161554,13,2016
183071,164988,14,2016
183071,167729,15,2016
183071,161457,16,2016
183071,167987,17,2016
183071,166850,18,2016
183071,166638,19,2016
183071,165024,20,2016
183071,164924,21,2016
183071,168005,22,2016
183071,182634,23,2016
183071,182795,24,2016
183071,130226,25,2016
183044,231174,1,2016
183044,166629,2,2016
183044,217484,3,2016
183044,129020,4,2016
183044,167358,5,2016
183044,161253,6,2016
183044,183062,7,2016
183044,130226,8,2016
183044,183080,9,2016
183044,164988,10,2016
183044,166513,11,2016
183044,183026,12,2016
183044,217518,13,2016
183044,161457,14,2016
183044,183239,15,2016
183044,164924,16,2016
183044,165699,17,2016
183044,161554,18,2016
183044,182634,19,2016
183044,168005,20,2016
183044,196413,21,2016
183044,183071,22,2016
183044,167996,23,2016
183044,166850,24,2016
183044,167987,25,2016
182829,432348,1,2016
182829,175281,2,2016
182829,442295,3,2016
182829,188535,4,2016
182829,123448,5,2016
182829,189501,6,2016
182829,369002,7,2016
182829,190682,8,2016
182829,126049,9,2016
182829,111391,10,2016
182829,193821,11,2016
182829,172477,12,2016
182829,409616,13,2016
182829,182795,14,2016
182829,123970,15,2016
182829,183080,16,2016
182829,244190,17,2016
182829,161457,18,2016
182829,183071,19,2016
182829,230834,20,2016
182829,183044,21,2016
182829,217484,22,2016
182829,166027,23,2016
182829,165024,24,2016
182829,167987,25,2016
440004,,1,2016
183105,183141,1,2016
183105,183099,2,2016
183105,183132,3,2016
183105,181419,4,2016
183105,183080,5,2016
183105,384254,6,2016
183105,165033,7,2016
183105,199315,8,2016
183105,230931,9,2016
183105,165981,10,2016
183105,165194,11,2016
183105,238397,12,2016
183105,173559,13,2016
183105,166887,14,2016
183105,183062,15,2016
183105,161138,16,2016
183105,183345,17,2016
183105,196103,18,2016
183105,111434,19,2016
183105,179645,20,2016
183105,162706,21,2016
183105,222567,22,2016
183105,231086,23,2016
183105,129695,24,2016
183105,161509,25,2016
183655,186876,1,2016
183655,184782,2,2016
183655,186371,3,2016
183655,186380,4,2016
183655,184205,5,2016
183655,190503,6,2016
183655,183938,7,2016
183655,187134,8,2016
183655,217235,9,2016
183655,184791,10,2016
183655,184995,11,2016
183655,185590,12,2016
183655,185262,13,2016
183655,185873,14,2016
183655,183910,15,2016
183655,183859,16,2016
183655,186283,17,2016
183655,183743,18,2016
183655,187444,19,2016
183655,210571,20,2016
183655,212133,21,2016
183655,216339,22,2016
183655,183974,23,2016
183655,183877,24,2016
183655,185572,25,2016
449658,,1,2016
183743,187444,1,2016
183743,185590,2,2016
183743,186201,3,2016
183743,184603,4,2016
183743,186034,5,2016
183743,185262,6,2016
183743,186380,7,2016
183743,184612,8,2016
183743,186584,9,2016
183743,184995,10,2016
183743,185129,11,2016
183743,186399,12,2016
183743,185828,13,2016
183743,183910,14,2016
183743,184481,15,2016
183743,187134,16,2016
183743,183974,17,2016
183743,183859,18,2016
183743,183822,19,2016
183743,186432,20,2016
183743,184180,21,2016
183743,184694,22,2016
183743,186283,23,2016
183743,185572,24,2016
183743,,25,2016
183804,,1,2016
183822,187444,1,2016
183822,185262,2,2016
183822,185590,3,2016
183822,184612,4,2016
183822,183910,5,2016
183822,185129,6,2016
183822,186399,7,2016
183822,186584,8,2016
183822,184603,9,2016
183822,186380,10,2016
183822,186283,11,2016
183822,186432,12,2016
183822,186201,13,2016
183822,184694,14,2016
183822,184782,15,2016
183822,186876,16,2016
183822,187134,17,2016
183822,184481,18,2016
183822,185572,19,2016
183822,184773,20,2016
183822,183974,21,2016
183822,130934,22,2016
183822,184348,23,2016
183822,186618,24,2016
183822,185828,25,2016
183859,185873,1,2016
183859,186380,2,2016
183859,185536,3,2016
183859,185572,4,2016
183859,184773,5,2016
183859,184782,6,2016
183859,185262,7,2016
183859,185590,8,2016
183859,186201,9,2016
183859,186876,10,2016
183859,186283,11,2016
183859,183743,12,2016
183859,187444,13,2016
183859,183877,14,2016
183859,183974,15,2016
183859,186371,16,2016
183859,185509,17,2016
183859,187134,18,2016
183859,187198,19,2016
183859,186469,20,2016
183859,183822,21,2016
183859,183938,22,2016
183859,184603,23,2016
183859,186584,24,2016
183859,184694,25,2016
183877,183938,1,2016
183877,184782,2,2016
183877,186371,3,2016
183877,186380,4,2016
183877,186876,5,2016
183877,186283,6,2016
183877,185262,7,2016
183877,185509,8,2016
183877,187134,9,2016
183877,184205,10,2016
183877,185873,11,2016
183877,183859,12,2016
183877,187444,13,2016
183877,183974,14,2016
183877,185828,15,2016
183877,186399,16,2016
183877,184791,17,2016
183877,212054,18,2016
183877,183822,19,2016
183877,185590,20,2016
183877,216339,21,2016
183877,210571,22,2016
183877,187198,23,2016
183877,186469,24,2016
183877,186201,25,2016
183910,185262,1,2016
183910,187444,2,2016
183910,185590,3,2016
183910,183822,4,2016
183910,186584,5,2016
183910,184612,6,2016
183910,184694,7,2016
183910,186201,8,2016
183910,186283,9,2016
183910,185572,10,2016
183910,184603,11,2016
183910,184782,12,2016
183910,183974,13,2016
183910,186380,14,2016
183910,186876,15,2016
183910,185129,16,2016
183910,186432,17,2016
183910,186618,18,2016
183910,184348,19,2016
183910,186399,20,2016
183910,184773,21,2016
183910,187134,22,2016
183910,212115,23,2016
183910,186371,24,2016
183910,188429,25,2016
183938,186371,1,2016
183938,184782,2,2016
183938,183877,3,2016
183938,186876,4,2016
183938,184791,5,2016
183938,186380,6,2016
183938,186283,7,2016
183938,183822,8,2016
183938,185262,9,2016
183938,185590,10,2016
183938,183910,11,2016
183938,216339,12,2016
183938,212054,13,2016
183938,183655,14,2016
183938,186469,15,2016
183938,185572,16,2016
183938,187134,17,2016
183938,130934,18,2016
183938,163532,19,2016
183938,183859,20,2016
183938,184481,21,2016
183938,184694,22,2016
183938,187444,23,2016
183938,196051,24,2016
183938,185509,25,2016
183974,187444,1,2016
183974,185590,2,2016
183974,185262,3,2016
183974,183910,4,2016
183974,186283,5,2016
183974,189848,6,2016
183974,186201,7,2016
183974,211981,8,2016
183974,185572,9,2016
183974,184694,10,2016
183974,183822,11,2016
183974,186876,12,2016
183974,186584,13,2016
183974,184348,14,2016
183974,184612,15,2016
183974,184782,16,2016
183974,186618,17,2016
183974,184603,18,2016
183974,186380,19,2016
183974,185129,20,2016
183974,217013,21,2016
183974,186432,22,2016
183974,186399,23,2016
183974,187134,24,2016
183974,217235,25,2016
186618,185262,1,2016
186618,183910,2,2016
186618,184348,3,2016
186618,184694,4,2016
186618,185590,5,2016
186618,184612,6,2016
186618,187444,7,2016
186618,183822,8,2016
186618,183974,9,2016
186618,186283,10,2016
186618,186584,11,2016
186618,186432,12,2016
186618,184782,13,2016
186618,187134,14,2016
186618,186380,15,2016
186618,186201,16,2016
186618,184603,17,2016
186618,185129,18,2016
186618,186399,19,2016
186618,184773,20,2016
186618,185572,21,2016
186618,186876,22,2016
186618,186371,23,2016
186618,184180,24,2016
186618,195809,25,2016
184153,188580,1,2016
184153,187222,2,2016
184153,186371,3,2016
184153,190655,4,2016
184153,190372,5,2016
184153,184782,6,2016
184153,215062,7,2016
184153,190150,8,2016
184153,196088,9,2016
184153,236939,10,2016
184153,216339,11,2016
184153,100858,12,2016
184153,196413,13,2016
184153,212054,14,2016
184153,162928,15,2016
184153,243744,16,2016
184180,185590,1,2016
184180,187444,2,2016
184180,186034,3,2016
184180,185262,4,2016
184180,247603,5,2016
184180,186584,6,2016
184180,184694,7,2016
184180,186201,8,2016
184180,183910,9,2016
184180,183974,10,2016
184180,184782,11,2016
184180,186380,12,2016
184180,183743,13,2016
184180,183822,14,2016
184180,186618,15,2016
184180,184348,16,2016
184180,185129,17,2016
184180,186876,18,2016
184180,186432,19,2016
184180,186371,20,2016
184180,184603,21,2016
184180,187134,22,2016
184180,185828,23,2016
184180,185572,24,2016
184180,245625,25,2016
184205,184782,1,2016
184205,184791,2,2016
184205,186876,3,2016
184205,183655,4,2016
184205,183877,5,2016
184205,186469,6,2016
184205,186380,7,2016
184205,247603,8,2016
184205,186900,9,2016
184205,183974,10,2016
184205,183938,11,2016
184205,,12,2016
184205,185536,13,2016
184205,185262,14,2016
184205,380368,15,2016
184205,212832,16,2016
184205,117575,17,2016
184205,434539,18,2016
184205,183910,19,2016
184205,,20,2016
184205,184603,21,2016
184205,185873,22,2016
184205,226204,23,2016
184205,214272,24,2016
184205,184348,25,2016
184348,186380,1,2016
184348,186283,2,2016
184348,186584,3,2016
184348,184694,4,2016
184348,187134,5,2016
184348,185590,6,2016
184348,212054,7,2016
184348,185262,8,2016
184348,186201,9,2016
184348,193900,10,2016
184348,187444,11,2016
184348,184782,12,2016
184348,191241,13,2016
184348,164988,14,2016
184348,185572,15,2016
184348,184603,16,2016
184348,186399,17,2016
184348,190150,18,2016
184348,131159,19,2016
184348,194310,20,2016
184348,191649,21,2016
184348,214175,22,2016
184348,190415,23,2016
184348,216339,24,2016
184348,212577,25,2016
184481,186399,1,2016
184481,185262,2,2016
184481,183822,3,2016
184481,187198,4,2016
184481,185129,5,2016
184481,187444,6,2016
184481,185590,7,2016
184481,185828,8,2016
184481,186380,9,2016
184481,186584,10,2016
184481,186201,11,2016
184481,183910,12,2016
184481,184603,13,2016
184481,184995,14,2016
184481,184694,15,2016
184481,187134,16,2016
184481,183743,17,2016
184481,184612,18,2016
184481,185572,19,2016
184481,186034,20,2016
184481,186876,21,2016
184481,184782,22,2016
184481,186867,23,2016
184481,186432,24,2016
184481,186283,25,2016
184694,185590,1,2016
184694,185262,2,2016
184694,186380,3,2016
184694,186283,4,2016
184694,187444,5,2016
184694,184603,6,2016
184694,186584,7,2016
184694,184348,8,2016
184694,186201,9,2016
184694,185572,10,2016
184694,184782,11,2016
184694,187134,12,2016
184694,183910,13,2016
184694,186876,14,2016
184694,186399,15,2016
184694,212054,16,2016
184694,183822,17,2016
184694,194310,18,2016
184694,191649,19,2016
184694,185129,20,2016
184694,193900,21,2016
184694,216339,22,2016
184694,214777,23,2016
184694,186432,24,2016
184694,184612,25,2016
184603,187444,1,2016
184603,186380,2,2016
184603,186584,3,2016
184603,185590,4,2016
184603,184694,5,2016
184603,185262,6,2016
184603,186201,7,2016
184603,186399,8,2016
184603,186283,9,2016
184603,184612,10,2016
184603,184782,11,2016
184603,187134,12,2016
184603,185572,13,2016
184603,185129,14,2016
184603,186876,15,2016
184603,183822,16,2016
184603,186432,17,2016
184603,184348,18,2016
184603,216339,19,2016
184603,185828,20,2016
184603,183910,21,2016
184603,194310,22,2016
184603,212054,23,2016
184603,193900,24,2016
184603,195809,25,2016
184612,187444,1,2016
184612,185262,2,2016
184612,183822,3,2016
184612,184603,4,2016
184612,186201,5,2016
184612,183910,6,2016
184612,185590,7,2016
184612,186584,8,2016
184612,186399,9,2016
184612,186380,10,2016
184612,185129,11,2016
184612,186432,12,2016
184612,184694,13,2016
184612,186283,14,2016
184612,184782,15,2016
184612,187134,16,2016
184612,186876,17,2016
184612,186618,18,2016
184612,185572,19,2016
184612,183974,20,2016
184612,184348,21,2016
184612,183743,22,2016
184612,184773,23,2016
184612,186371,24,2016
184612,194310,25,2016
184773,185262,1,2016
184773,185572,2,2016
184773,186283,3,2016
184773,186876,4,2016
184773,187444,5,2016
184773,186584,6,2016
184773,183822,7,2016
184773,186380,8,2016
184773,183910,9,2016
184773,185590,10,2016
184773,184782,11,2016
184773,187134,12,2016
184773,186432,13,2016
184773,184603,14,2016
184773,186201,15,2016
184773,184612,16,2016
184773,185129,17,2016
184773,184348,18,2016
184773,183859,19,2016
184773,183974,20,2016
184773,184694,21,2016
184773,216339,22,2016
184773,128744,23,2016
184773,186371,24,2016
184773,212054,25,2016
184995,185129,1,2016
184995,183743,2,2016
184995,185262,3,2016
184995,184481,4,2016
184995,187198,5,2016
184995,185590,6,2016
184995,187444,7,2016
184995,186399,8,2016
184995,186432,9,2016
184995,185536,10,2016
184995,184612,11,2016
184995,186380,12,2016
184995,186034,13,2016
184995,190503,14,2016
184995,185828,15,2016
184995,186201,16,2016
184995,183822,17,2016
184995,184603,18,2016
184995,183655,19,2016
184995,217235,20,2016
184995,187134,21,2016
184995,183859,22,2016
184995,184694,23,2016
184995,,24,2016
184995,186645,25,2016
185262,185590,1,2016
185262,187444,2,2016
185262,186380,3,2016
185262,186584,4,2016
185262,184782,5,2016
185262,186399,6,2016
185262,186283,7,2016
185262,185129,8,2016
185262,185572,9,2016
185262,186201,10,2016
185262,186876,11,2016
185262,184694,12,2016
185262,187134,13,2016
185262,183822,14,2016
185262,184603,15,2016
185262,183910,16,2016
185262,184612,17,2016
185262,184348,18,2016
185262,186432,19,2016
185262,185828,20,2016
185262,187198,21,2016
185262,130934,22,2016
185262,186371,23,2016
185262,216339,24,2016
185262,185536,25,2016
185509,187134,1,2016
185509,186380,2,2016
185509,186283,3,2016
185509,183877,4,2016
185509,186876,5,2016
185509,185536,6,2016
185509,186645,7,2016
185509,185262,8,2016
185509,184773,9,2016
185509,187198,10,2016
185509,183859,11,2016
185509,186201,12,2016
185509,187444,13,2016
185509,185828,14,2016
185509,185590,15,2016
185509,185129,16,2016
185509,187046,17,2016
185509,184481,18,2016
185509,186584,19,2016
185509,183938,20,2016
185509,183743,21,2016
185509,186469,22,2016
185509,184791,23,2016
185509,185572,24,2016
185509,184603,25,2016
461847,,1,2016
185536,185262,1,2016
185536,186380,2,2016
185536,183859,3,2016
185536,185590,4,2016
185536,187444,5,2016
185536,187134,6,2016
185536,185572,7,2016
185536,186399,8,2016
185536,186645,9,2016
185536,187198,10,2016
185536,184603,11,2016
185536,186584,12,2016
185536,185129,13,2016
185536,185509,14,2016
185536,186432,15,2016
185536,184782,16,2016
185536,186876,17,2016
185536,185828,18,2016
185536,186201,19,2016
185536,184995,20,2016
185536,183822,21,2016
185536,184694,22,2016
185536,183910,23,2016
185536,186283,24,2016
185536,184348,25,2016
185572,185590,1,2016
185572,186380,2,2016
185572,186283,3,2016
185572,184782,4,2016
185572,186876,5,2016
185572,185262,6,2016
185572,187134,7,2016
185572,186201,8,2016
185572,186584,9,2016
185572,187444,10,2016
185572,184694,11,2016
185572,130943,12,2016
185572,184603,13,2016
185572,184348,14,2016
185572,212054,15,2016
185572,183910,16,2016
185572,186399,17,2016
185572,216339,18,2016
185572,214777,19,2016
185572,212115,20,2016
185572,192819,21,2016
185572,164076,22,2016
185572,191649,23,2016
185572,216764,24,2016
185572,184773,25,2016
185590,186380,1,2016
185590,185262,2,2016
185590,187444,3,2016
185590,186201,4,2016
185590,184782,5,2016
185590,186584,6,2016
185590,185572,7,2016
185590,186283,8,2016
185590,186399,9,2016
185590,187134,10,2016
185590,184694,11,2016
185590,186876,12,2016
185590,184603,13,2016
185590,185129,14,2016
185590,184348,15,2016
185590,183822,16,2016
185590,183910,17,2016
185590,216339,18,2016
185590,185828,19,2016
185590,212054,20,2016
185590,193900,21,2016
185590,184612,22,2016
185590,214777,23,2016
185590,194310,24,2016
185590,186432,25,2016
185758,,1,2016
185129,185262,1,2016
185129,187444,2,2016
185129,186399,3,2016
185129,185590,4,2016
185129,186380,5,2016
185129,183822,6,2016
185129,186432,7,2016
185129,184603,8,2016
185129,187134,9,2016
185129,185828,10,2016
185129,186201,11,2016
185129,186584,12,2016
185129,184612,13,2016
185129,183910,14,2016
185129,186876,15,2016
185129,193900,16,2016
185129,186283,17,2016
185129,184694,18,2016
185129,184782,19,2016
185129,185572,20,2016
185129,184995,21,2016
185129,194310,22,2016
185129,184481,23,2016
185129,184348,24,2016
185129,187222,25,2016
185828,186380,1,2016
185828,186867,2,2016
185828,186399,3,2016
185828,187134,4,2016
185828,212054,5,2016
185828,185590,6,2016
185828,185262,7,2016
185828,186584,8,2016
185828,184782,9,2016
185828,185129,10,2016
185828,187444,11,2016
185828,195003,12,2016
185828,186201,13,2016
185828,214777,14,2016
185828,194824,15,2016
185828,184603,16,2016
185828,211440,17,2016
185828,193900,18,2016
185828,186283,19,2016
185828,166683,20,2016
185828,213543,21,2016
185828,190415,22,2016
185828,190150,23,2016
185828,196413,24,2016
185828,186371,25,2016
185873,186876,1,2016
185873,183859,2,2016
185873,186380,3,2016
185873,184782,4,2016
185873,186283,5,2016
185873,185572,6,2016
185873,184773,7,2016
185873,185262,8,2016
185873,185590,9,2016
185873,186201,10,2016
185873,187134,11,2016
185873,183877,12,2016
185873,186584,13,2016
185873,183910,14,2016
185873,186371,15,2016
185873,187444,16,2016
185873,184694,17,2016
185873,183655,18,2016
185873,183938,19,2016
185873,186645,20,2016
185873,185509,21,2016
185873,183822,22,2016
185873,185828,23,2016
185873,187046,24,2016
185873,184180,25,2016
186034,183743,1,2016
186034,187444,2,2016
186034,184180,3,2016
186034,186201,4,2016
186034,184612,5,2016
186034,185590,6,2016
186034,184603,7,2016
186034,183822,8,2016
186034,184481,9,2016
186034,247603,10,2016
186034,186399,11,2016
186034,183910,12,2016
186034,184995,13,2016
186034,185262,14,2016
186034,185828,15,2016
186034,186584,16,2016
186034,185129,17,2016
186034,187222,18,2016
186034,183974,19,2016
186034,183859,20,2016
186034,183938,21,2016
186034,184694,22,2016
186034,,23,2016
186034,186380,24,2016
186034,187198,25,2016
440794,213400,1,2016
440794,216542,2,2016
440794,215114,3,2016
440794,194161,4,2016
440794,,5,2016
440794,183822,6,2016
440794,260947,7,2016
440794,101453,8,2016
440794,384254,9,2016
440794,174525,10,2016
440794,184481,11,2016
440794,176910,12,2016
440794,209409,13,2016
440794,212133,14,2016
440794,,15,2016
440794,170091,16,2016
440794,155070,17,2016
440794,189413,18,2016
440794,179256,19,2016
440794,110060,20,2016
440794,181376,21,2016
440794,207856,22,2016
440794,247603,23,2016
440794,222877,24,2016
440794,139010,25,2016
186122,186131,1,2016
186122,166027,2,2016
186122,130794,3,2016
186122,243744,4,2016
186122,198419,5,2016
186122,190150,6,2016
186122,215062,7,2016
186122,131973,8,2016
186122,182670,9,2016
186122,190415,10,2016
186122,124283,11,2016
186122,216816,12,2016
186122,144014,13,2016
186122,152080,14,2016
186122,165945,15,2016
186122,234076,16,2016
186122,224305,17,2016
186122,170976,18,2016
186122,114840,19,2016
186122,157748,20,2016
186122,217156,21,2016
186122,186380,22,2016
186122,164924,23,2016
186122,221999,24,2016
186122,164988,25,2016
186131,166027,1,2016
186131,130794,2,2016
186131,243744,3,2016
186131,190150,4,2016
186131,217156,5,2016
186131,190415,6,2016
186131,215062,7,2016
186131,198419,8,2016
186131,182670,9,2016
186131,166683,10,2016
186131,162928,11,2016
186131,193900,12,2016
186131,131496,13,2016
186131,110635,14,2016
186131,144050,15,2016
186131,110662,16,2016
186131,147767,17,2016
186131,211440,18,2016
186131,227757,19,2016
186131,123961,20,2016
186131,164988,21,2016
186131,221999,22,2016
186131,110404,23,2016
186131,179867,24,2016
186131,152080,25,2016
384421,186900,1,2016
384421,434414,2,2016
384421,184481,3,2016
384421,183910,4,2016
384421,183822,5,2016
384421,188641,6,2016
384421,162654,7,2016
384421,162283,8,2016
384421,165334,9,2016
384421,186201,10,2016
384421,217688,11,2016
384421,185572,12,2016
384421,193654,13,2016
384421,131496,14,2016
384421,162007,15,2016
384421,204501,16,2016
384421,130934,17,2016
384421,167358,18,2016
384421,198419,19,2016
186186,180212,1,2016
186186,442781,2,2016
186186,180203,3,2016
186186,180160,4,2016
186186,180328,5,2016
186186,,6,2016
186186,188261,7,2016
186186,120953,8,2016
186186,118347,9,2016
186186,208415,10,2016
186186,428392,11,2016
186186,180151,12,2016
186186,395362,13,2016
186186,112385,14,2016
186186,127617,15,2016
186186,109907,16,2016
186186,363633,17,2016
186186,180373,18,2016
186186,180197,19,2016
186186,114938,20,2016
186186,105349,21,2016
186186,187639,22,2016
186186,105297,23,2016
186186,188137,24,2016
186186,114433,25,2016
186201,187444,1,2016
186201,185590,2,2016
186201,186380,3,2016
186201,187134,4,2016
186201,184782,5,2016
186201,185262,6,2016
186201,186876,7,2016
186201,186283,8,2016
186201,185572,9,2016
186201,186584,10,2016
186201,184603,11,2016
186201,184694,12,2016
186201,186399,13,2016
186201,184348,14,2016
186201,184612,15,2016
186201,183910,16,2016
186201,185129,17,2016
186201,185828,18,2016
186201,130943,19,2016
186201,212054,20,2016
186201,186432,21,2016
186201,183822,22,2016
186201,216339,23,2016
186201,183743,24,2016
186201,193900,25,2016
186645,186380,1,2016
186645,185262,2,2016
186645,185536,3,2016
186645,185509,4,2016
186645,186283,5,2016
186645,184694,6,2016
186645,187198,7,2016
186645,186469,8,2016
186645,185590,9,2016
186645,186201,10,2016
186645,184481,11,2016
186645,187134,12,2016
186645,186618,13,2016
186645,186584,14,2016
186645,245625,15,2016
186645,186399,16,2016
186645,187444,17,2016
186645,184773,18,2016
186645,184603,19,2016
186645,183910,20,2016
186645,184782,21,2016
186645,183974,22,2016
186645,185873,23,2016
186645,186876,24,2016
186645,184612,25,2016
186283,184782,1,2016
186283,186380,2,2016
186283,185590,3,2016
186283,185572,4,2016
186283,185262,5,2016
186283,187134,6,2016
186283,186584,7,2016
186283,186201,8,2016
186283,187444,9,2016
186283,186876,10,2016
186283,184694,11,2016
186283,184348,12,2016
186283,184603,13,2016
186283,216339,14,2016
186283,212054,15,2016
186283,186399,16,2016
186283,186371,17,2016
186283,191649,18,2016
186283,130943,19,2016
186283,214777,20,2016
186283,194310,21,2016
186283,193900,22,2016
186283,183910,23,2016
186283,186432,24,2016
186283,129525,25,2016
184791,184782,1,2016
184791,183938,2,2016
184791,186371,3,2016
184791,184205,4,2016
184791,186469,5,2016
184791,186876,6,2016
184791,183877,7,2016
184791,216339,8,2016
184791,183655,9,2016
184791,186380,10,2016
184791,185509,11,2016
184791,183859,12,2016
184791,247603,13,2016
184791,184481,14,2016
184791,216366,15,2016
184791,212054,16,2016
184791,187198,17,2016
184791,187134,18,2016
184791,185572,19,2016
184791,185536,20,2016
184791,185262,21,2016
184791,184773,22,2016
184791,191302,23,2016
184791,186034,24,2016
184791,216764,25,2016
184782,186380,1,2016
184782,186876,2,2016
184782,187134,3,2016
184782,186283,4,2016
184782,185590,5,2016
184782,186201,6,2016
184782,185572,7,2016
184782,185262,8,2016
184782,187444,9,2016
184782,186371,10,2016
184782,130943,11,2016
184782,212054,12,2016
184782,216339,13,2016
184782,186584,14,2016
184782,184694,15,2016
184782,186399,16,2016
184782,184603,17,2016
184782,185828,18,2016
184782,216764,19,2016
184782,184348,20,2016
184782,214777,21,2016
184782,164076,22,2016
184782,212115,23,2016
184782,186867,24,2016
184782,183910,25,2016
186371,186380,1,2016
186371,186399,2,2016
186371,184782,3,2016
186371,216339,4,2016
186371,212054,5,2016
186371,193900,6,2016
186371,214777,7,2016
186371,196413,8,2016
186371,186283,9,2016
186371,186876,10,2016
186371,186584,11,2016
186371,185262,12,2016
186371,215062,13,2016
186371,129020,14,2016
186371,164988,15,2016
186371,187444,16,2016
186371,187134,17,2016
186371,186131,18,2016
186371,190415,19,2016
186371,185590,20,2016
186371,183938,21,2016
186371,190150,22,2016
186371,131520,23,2016
186371,216597,24,2016
186371,166027,25,2016
186380,187134,1,2016
186380,185590,2,2016
186380,186399,3,2016
186380,214777,4,2016
186380,193900,5,2016
186380,212054,6,2016
186380,186584,7,2016
186380,184782,8,2016
186380,130943,9,2016
186380,216339,10,2016
186380,185262,11,2016
186380,186371,12,2016
186380,164988,13,2016
186380,167358,14,2016
186380,185828,15,2016
186380,186201,16,2016
186380,186283,17,2016
186380,187444,18,2016
186380,163286,19,2016
186380,196413,20,2016
186380,185572,21,2016
186380,129020,22,2016
186380,186876,23,2016
186380,190415,24,2016
186380,215062,25,2016
186399,186380,1,2016
186399,186371,2,2016
186399,185590,3,2016
186399,185262,4,2016
186399,186584,5,2016
186399,187444,6,2016
186399,185828,7,2016
186399,193900,8,2016
186399,185129,9,2016
186399,187134,10,2016
186399,184603,11,2016
186399,186201,12,2016
186399,184782,13,2016
186399,216339,14,2016
186399,214777,15,2016
186399,186283,16,2016
186399,212054,17,2016
186399,183822,18,2016
186399,194310,19,2016
186399,190150,20,2016
186399,196413,21,2016
186399,195809,22,2016
186399,184694,23,2016
186399,186432,24,2016
186399,191241,25,2016
186432,186584,1,2016
186432,185262,2,2016
186432,187444,3,2016
186432,185129,4,2016
186432,186380,5,2016
186432,184603,6,2016
186432,186399,7,2016
186432,185590,8,2016
186432,186283,9,2016
186432,186201,10,2016
186432,183822,11,2016
186432,183910,12,2016
186432,184612,13,2016
186432,187134,14,2016
186432,184694,15,2016
186432,195809,16,2016
186432,185572,17,2016
186432,184782,18,2016
186432,186876,19,2016
186432,185828,20,2016
186432,184348,21,2016
186432,216339,22,2016
186432,186618,23,2016
186432,212054,24,2016
186432,184773,25,2016
186469,184791,1,2016
186469,184205,2,2016
186469,245625,3,2016
186469,183938,4,2016
186469,186645,5,2016
186469,187198,6,2016
186469,186876,7,2016
186469,183877,8,2016
186469,183859,9,2016
186469,131113,10,2016
186469,173993,11,2016
186469,183910,12,2016
186469,185509,13,2016
186469,184180,14,2016
186469,184782,15,2016
186469,184481,16,2016
186469,198084,17,2016
186469,185536,18,2016
186469,145521,19,2016
186469,247603,20,2016
186469,167260,21,2016
186469,215798,22,2016
186469,199607,23,2016
186469,196699,24,2016
186469,186034,25,2016
186584,186380,1,2016
186584,185590,2,2016
186584,185262,3,2016
186584,187444,4,2016
186584,186399,5,2016
186584,186283,6,2016
186584,184603,7,2016
