school,cip
101675,43.0103
101675,13.1210
101675,13.1202
101675,23.0101
101675,13.1305
101675,03.0104
101675,54.0101
101675,52.1201
101675,13.1311
101675,27.0101
101675,50.0912
101675,50.0901
101675,45.1001
101675,13.1317
101675,44.0701
101675,50.0101
101693,52.0301
101693,50.0701
101693,51.0913
101693,13.1322
101693,26.0101
101693,52.0201
101693,09.0101
101693,11.0101
101693,13.1210
101693,13.1202
101693,23.0101
101693,13.1305
101693,03.0104
101693,24.0102
101693,54.0101
101693,24.0103
101693,26.1302
101693,51.1505
101693,13.1311
101693,27.0101
101693,13.1312
101693,50.0901
101693,51.1601
101693,52.1003
101693,13.1314
101693,45.1001
101693,42.0101
101693,38.0201
101693,39.0501
101693,13.1317
101693,45.0101
101693,45.1101
101693,50.0508
101709,52.0301
101709,50.0701
101709,51.0202
101709,26.0101
101709,52.0201
101709,40.0501
101709,13.1101
101709,50.0501
101709,13.1210
101709,13.0101
101709,13.0401
101709,13.1202
101709,23.0101
101709,19.0101
101709,52.0801
101709,16.0101
101709,31.0501
101709,54.0101
101709,52.1201
101709,52.1401
101709,27.0101
101709,50.0901
101709,45.1001
101709,42.0101
101709,09.0701
101709,13.1205
101709,45.0101
101709,44.0701
101709,45.1101
101709,23.1001
101709,51.0203
101879,52.0301
101879,50.0701
101879,26.0101
101879,52.0201
101879,52.0601
101879,40.0501
101879,11.0101
101879,42.0601
101879,13.1101
101879,43.0103
101879,13.0401
101879,13.1202
101879,23.0101
101879,19.0101
101879,52.0801
101879,16.0101
101879,24.0102
101879,45.0701
101879,40.0601
101879,54.0101
101879,52.1201
101879,26.1302
101879,52.1401
101879,27.0101
101879,50.0901
101879,51.1601
101879,31.9999
101879,40.9999
101879,40.0801
101879,45.1001
101879,42.0101
101879,13.1205
101879,45.0101
101879,44.0701
101879,45.1101
101879,13.1001
101879,23.1001
101879,13.1206
101912,52.0301
101912,27.0301
101912,51.0204
101912,39.0201
101912,26.0202
101912,13.1322
101912,26.0101
101912,26.0102
101912,52.0201
101912,40.0501
101912,51.1005
101912,50.0402
101912,50.0406
101912,09.0101
101912,11.0101
101912,11.0701
101912,42.0601
101912,51.1002
101912,51.3101
101912,13.1202
101912,23.0101
101912,13.1305
101912,13.1308
101912,19.0101
101912,52.0801
101912,16.0901
101912,31.0501
101912,31.0599
101912,51.0000
101912,51.0701
101912,54.0101
101912,19.0701
101912,42.0901
101912,11.0103
101912,45.0901
101912,09.0401
101912,24.0101
101912,52.1401
101912,09.0102
101912,30.0801
101912,13.1311
101912,27.0101
101912,30.9999
101912,50.0912
101912,13.1312
101912,50.0904
101912,50.0901
101912,30.1801
101912,52.0206
101912,51.1601
101912,51.2306
101912,52.0204
101912,09.0404
101912,13.1314
101912,51.2308
101912,51.0912
101912,50.0907
101912,45.1001
101912,42.0101
101912,09.0902
101912,38.0201
101912,39.0401
101912,13.1317
101912,44.0701
101912,16.0905
101912,23.1101
101912,39.0601
101912,50.0908
102049,52.0301
102049,50.0701
102049,51.0913
102049,26.0202
102049,26.0101
102049,52.0201
102049,52.0601
102049,45.0702
102049,16.1200
102049,09.0101
102049,11.0701
102049,42.0601
102049,39.0602
102049,50.0501
102049,13.1004
102049,13.0401
102049,13.0404
102049,13.1202
102049,23.0101
102049,13.1305
102049,15.0599
102049,03.0103
102049,52.0801
102049,19.0599
102049,16.0901
102049,24.0102
102049,45.0701
102049,50.0409
102049,31.0501
102049,54.0101
102049,19.0701
102049,52.1005
102049,50.0408
102049,52.1101
102049,45.0901
102049,09.0401
102049,31.0505
102049,16.1203
102049,22.0302
102049,52.1401
102049,27.0101
102049,50.0903
102049,50.0904
102049,51.1604
102049,51.1601
102049,38.0101
102049,38.9999
102049,13.1314
102049,50.0907
102049,45.1001
102049,51.1102
102049,22.0202
102049,42.0101
102049,44.0401
102049,38.0201
102049,39.0501
102049,45.1101
102049,16.0905
102049,13.1199
102049,13.1299
102049,13.1206
102049,39.0601
102049,50.9999
102049,50.0908
102094,52.0301
102094,45.0201
102094,50.0701
102094,30.0101
102094,26.0101
102094,26.0102
102094,52.0201
102094,52.0101
102094,52.0601
102094,14.0701
102094,40.0501
102094,14.0801
102094,51.1005
102094,51.0201
102094,09.0101
102094,11.0101
102094,14.0901
102094,11.0701
102094,13.1101
102094,43.0103
102094,50.0501
102094,52.0208
102094,13.1210
102094,45.0601
102094,13.9999
102094,13.0401
102094,14.1001
102094,13.1202
102094,51.0904
102094,23.0101
102094,26.1006
102094,52.0801
102094,16.0101
102094,45.0701
102094,40.0601
102094,30.1101
102094,51.1199
102094,54.0101
102094,11.0401
102094,11.0103
102094,30.2001
102094,24.0199
102094,52.1401
102094,27.9999
102094,27.0101
102094,14.1901
102094,40.0404
102094,50.0901
102094,51.1601
102094,51.2306
102094,31.0101
102094,38.0101
102094,13.1314
102094,51.0912
102094,40.0801
102094,45.1001
102094,42.0101
102094,44.0401
102094,51.0911
102094,13.1315
102094,51.0908
102094,13.1334
102094,13.1205
102094,44.0701
102094,45.1101
102094,13.1001
102094,51.0203
102234,51.2301
102234,50.0704
102234,26.0202
102234,13.1322
102234,26.0101
102234,52.0201
102234,13.1323
102234,40.0501
102234,09.0101
102234,11.0101
102234,50.0501
102234,13.1210
102234,13.1202
102234,14.9999
102234,23.0101
102234,23.9999
102234,13.1305
102234,50.0702
102234,24.0102
102234,30.1101
102234,50.0409
102234,13.1328
102234,54.0101
102234,52.1001
102234,24.0103
102234,45.0901
102234,24.0101
102234,13.1311
102234,27.0101
102234,30.9999
102234,51.1601
102234,39.0701
102234,38.0101
102234,45.1001
102234,51.1102
102234,42.0101
102234,45.0101
102234,13.1318
102234,45.1101
102234,16.0905
102234,13.1330
102234,39.0699
102234,39.0601
102270,50.0701
102270,26.0101
102270,52.0299
102270,13.1202
102270,23.0101
102270,31.0501
102270,54.0101
102270,09.0401
102270,27.0101
102270,50.0901
102270,38.0201
102298,52.0301
102298,05.0201
102298,13.1322
102298,26.0101
102298,52.0201
102298,40.0501
102298,11.0101
102298,45.0601
102298,23.0101
102298,13.1305
102298,52.0801
102298,50.0799
102298,16.0901
102298,13.1328
102298,54.0101
102298,09.0499
102298,52.1401
102298,09.0102
102298,13.1311
102298,27.0101
102298,13.1312
102298,50.0901
102298,40.0801
102298,50.0907
102298,22.0001
102298,42.0101
102298,44.0401
102298,44.0701
102298,45.1101
102298,50.0908
102368,52.0301
102368,13.1201
102368,50.0701
102368,51.0913
102368,26.0101
102368,52.0201
102368,52.9999
102368,52.0101
102368,40.0501
102368,42.0401
102368,11.0101
102368,42.0601
102368,13.1101
102368,43.0103
102368,43.0104
102368,13.1210
102368,13.0101
102368,13.0401
102368,13.1202
102368,23.0101
102368,03.0104
102368,52.0801
102368,16.0101
102368,54.0101
102368,52.1001
102368,45.0901
102368,09.0401
102368,24.0199
102368,52.1201
102368,26.1302
102368,52.1499
102368,27.0101
102368,30.9999
102368,50.0901
102368,51.1601
102368,40.0101
102368,45.1001
102368,42.0101
102368,44.0401
102368,44.9999
102368,09.0701
102368,51.2399
102368,13.1205
102368,45.0101
102368,44.0701
102368,45.1101
102368,23.1001
102368,31.0504
102368,15.1102
102368,13.1206
102377,52.0301
102377,14.0201
102377,01.0103
102377,01.0901
102377,04.0201
102377,26.0101
102377,26.0102
102377,46.0499
102377,52.0201
102377,14.0701
102377,40.0501
102377,51.1005
102377,11.0101
102377,11.0701
102377,51.3101
102377,45.0601
102377,13.0101
102377,13.1005
102377,14.1001
102377,13.1202
102377,23.0101
102377,13.1305
102377,03.0104
102377,03.0103
102377,52.0801
102377,19.0599
102377,03.0506
102377,54.0101
102377,52.0901
102377,52.1301
102377,52.1401
102377,14.3101
102377,13.1311
102377,27.0101
102377,14.1901
102377,51.0717
102377,51.1601
102377,51.2306
102377,13.1314
102377,40.0801
102377,45.1001
102377,42.0101
102377,52.1801
102377,44.0701
102377,45.1101
102377,01.1201
102377,51.2401
102377,51.2501
102553,52.0301
102553,52.0401
102553,13.0403
102553,49.0105
102553,47.0607
102553,49.0102
102553,45.0201
102553,15.1303
102553,15.0101
102553,50.0701
102553,47.0604
102553,49.0104
102553,30.0101
102553,26.0101
102553,52.0201
102553,52.0499
102553,52.9999
102553,52.0501
102553,15.1302
102553,40.0501
102553,19.0709
102553,15.1304
102553,14.0801
102553,51.1005
102553,42.0201
102553,51.0802
102553,51.1004
102553,11.0101
102553,15.1201
102553,47.0104
102553,11.0202
102553,11.0901
102553,15.1202
102553,52.2001
102553,43.0199
102553,23.0501
102553,12.0503
102553,51.0601
102553,51.0602
102553,50.0499
102553,47.0605
102553,15.1301
102553,15.1399
102553,13.1210
102553,45.0601
102553,13.0101
102553,13.9999
102553,13.0401
102553,15.1305
102553,47.0199
102553,13.1202
102553,14.0101
102553,14.9999
102553,15.1501
102553,23.0101
102553,52.0701
102553,14.1401
102553,52.0801
102553,43.0299
102553,43.0203
102553,43.0202
102553,16.0101
102553,52.0408
102553,40.0601
102553,14.0802
102553,31.0599
102553,47.0201
102553,47.0302
102553,54.0101
102553,44.0000
102553,15.0699
102553,12.0508
102553,15.0404
102553,30.2001
102553,09.0401
102553,13.1209
102553,22.0301
102553,22.0302
102553,24.0101
102553,52.0203
102553,52.1201
102553,52.1401
102553,51.3501
102553,27.0101
102553,14.1901
102553,15.0805
102553,51.0801
102553,30.9999
102553,50.0903
102553,13.1312
102553,50.0901
102553,51.1601
102553,15.0701
102553,52.0204
102553,52.0205
102553,15.0903
102553,51.0805
102553,38.0101
102553,51.1009
102553,13.1314
102553,45.1001
102553,51.1502
102553,42.0101
102553,44.0401
102553,44.9999
102553,51.2201
102553,51.0911
102553,13.1315
102553,52.1501
102553,41.9999
102553,13.1205
102553,44.0701
102553,45.1101
102553,13.1001
102553,13.1199
102553,13.0411
102553,15.1102
102553,11.1002
102553,13.1299
102553,13.1399
102553,50.0502
102553,48.0508
102614,52.0301
102614,52.0302
102614,52.0401
102614,47.0608
102614,47.0607
102614,05.0202
102614,45.0201
102614,45.0602
102614,27.0301
102614,05.0199
102614,05.9999
102614,13.1302
102614,50.0701
102614,40.0202
102614,40.0401
102614,47.0604
102614,49.0104
102614,30.0101
102614,26.0101
102614,52.0201
102614,52.0101
102614,46.0201
102614,40.0501
102614,19.0709
102614,19.0706
102614,14.0801
102614,51.0802
102614,09.0101
102614,44.0201
102614,11.0101
102614,14.0901
102614,47.0104
102614,11.0701
102614,52.2001
102614,43.0199
102614,13.1101
102614,23.0501
102614,43.0103
102614,43.0107
102614,12.0503
102614,51.0601
102614,51.0602
102614,47.0605
102614,15.1301
102614,13.1210
102614,45.0601
102614,45.0699
102614,13.0101
102614,14.1001
102614,13.1202
102614,14.9999
102614,15.1501
102614,23.0101
102614,14.1401
102614,43.0203
102614,03.0301
102614,16.0101
102614,16.9999
102614,45.0701
102614,14.3901
102614,40.0601
102614,40.0603
102614,51.0799
102614,54.0101
102614,24.0103
102614,15.0699
102614,15.0703
102614,15.0612
102614,15.0404
102614,16.0302
102614,09.0401
102614,13.1209
102614,31.0505
102614,22.0302
102614,24.0101
102614,26.1302
102614,27.0101
102614,14.1901
102614,51.0716
102614,51.0801
102614,51.1599
102614,14.2101
102614,15.0999
102614,26.0204
102614,30.9999
102614,50.0901
102614,03.9999
102614,03.0201
102614,30.1801
102614,40.0607
102614,14.2501
102614,38.0101
102614,13.1314
102614,40.0801
102614,40.0899
102614,45.1001
102614,42.0101
102614,51.2201
102614,05.0110
102614,41.9999
102614,13.1205
102614,44.0701
102614,45.1101
102614,13.1001
102614,23.1001
102614,13.1501
102614,23.1101
102614,50.0502
102614,47.0699
102614,51.0808
102614,03.0601
102614,26.0701
102632,52.0302
102632,50.0701
102632,47.0604
102632,26.0101
102632,46.0403
102632,52.0201
102632,52.0299
102632,46.0201
102632,43.0107
102632,47.0605
102632,13.1210
102632,13.0101
102632,13.9999
102632,13.0501
102632,46.0301
102632,13.1202
102632,23.0101
102632,15.0599
102632,03.0103
102632,03.0301
102632,52.0408
102632,51.2601
102632,51.0706
102632,52.0901
102632,24.0101
102632,52.1201
102632,26.1302
102632,47.0616
102632,13.1311
102632,27.0101
102632,51.0710
102632,51.1601
102632,52.0204
102632,31.9999
102632,45.1001
102632,44.0401
102632,51.0911
102632,13.1315
102632,13.1205
102632,45.0101
102632,13.1001
102632,52.1905
102632,52.1906
102632,48.0508
102669,52.0305
102669,52.0201
102669,52.0299
102669,10.9999
102669,42.0601
102669,13.1202
102669,52.0701
102669,03.0104
102669,03.0103
102669,52.0801
102669,40.0601
102669,51.0701
102669,44.0000
102669,52.1206
102669,52.0806
102669,24.0101
102669,26.1302
102669,03.0201
102669,52.0206
102669,31.0101
102669,31.9999
102669,42.0101
102669,13.1309
104151,52.0301
104151,52.0305
104151,22.0201
104151,49.0101
104151,14.0201
104151,05.0201
104151,01.0101
104151,49.0105
104151,05.0202
104151,05.0102
104151,45.0201
104151,27.0399
104151,04.0201
104151,50.0701
104151,26.0202
104151,26.1103
104151,26.0101
104151,14.0501
104151,26.0301
104151,52.0201
104151,52.0299
104151,52.9999
104151,26.0406
104151,14.0701
104151,40.0501
104151,04.0301
104151,14.0801
104151,51.1005
104151,51.0299
104151,51.0201
104151,09.0101
104151,09.9999
104151,27.0303
104151,11.9999
104151,14.0901
104151,11.0701
104151,11.0501
104151,11.0901
104151,26.1307
104151,52.2001
104151,13.1101
104151,23.0501
104151,43.0103
104151,43.0104
104151,45.0401
104151,13.0301
104151,50.0301
104151,50.0499
104151,50.0501
104151,13.1210
104151,16.0300
104151,45.0601
104151,13.9999
104151,13.0401
104151,42.1801
104151,13.0501
104151,15.0303
104151,14.1001
104151,15.0403
104151,13.1202
104151,14.1301
104151,15.9999
104151,14.0101
104151,23.0101
104151,14.1401
104151,05.0299
104151,19.0707
104151,19.0401
104151,50.0699
104151,52.0801
104151,19.0501
104151,16.0901
104151,45.0701
104151,13.1332
104151,40.0601
104151,16.0501
104151,10.0301
104151,50.0409
104151,31.0599
104151,51.9999
104151,51.0701
104151,13.0406
104151,05.0203
104151,54.0101
104151,54.0199
104151,50.0404
104151,14.3501
104151,15.0612
104151,04.0501
104151,52.1101
104151,30.2001
104151,16.0902
104151,09.0401
104151,09.0499
104151,31.0505
104151,03.0206
104151,04.0601
104151,22.0299
104151,24.0199
104151,24.0101
104151,52.1201
104151,52.1301
104151,15.0613
104151,52.1401
104151,14.1801
104151,27.0101
104151,14.1901
104151,15.0805
104151,26.0502
104151,26.0204
104151,30.9999
104151,50.0903
104151,13.1312
104151,50.0904
104151,51.2305
104151,50.0901
104151,03.0199
104151,30.1801
104151,52.0206
104151,51.1602
104151,51.1601
104151,52.0205
104151,31.0101
104151,38.0101
104151,38.9999
104151,13.1314
104151,40.0801
104151,45.1001
104151,42.0101
104151,42.9999
104151,44.0401
104151,52.0202
104151,09.0701
104151,52.1501
104151,38.0201
104151,16.0402
104151,41.9999
104151,13.1205
104151,13.0901
104151,45.0101
104151,44.0701
104151,45.1101
104151,16.0905
104151,13.1001
104151,27.0501
104151,52.1601
104151,13.1401
104151,52.0903
104151,45.1201
104151,50.0101
104151,05.0207
104179,52.0301
104179,14.0201
104179,05.0201
104179,01.0103
104179,13.1301
104179,14.0301
104179,01.0000
104179,01.1102
104179,05.0202
104179,26.0403
104179,26.0804
104179,26.0707
104179,01.0901
104179,45.0201
104179,45.0602
104179,27.0301
104179,04.0201
104179,50.0703
104179,13.1302
104179,50.0701
104179,40.0201
104179,40.0401
104179,13.0201
104179,26.0202
104179,13.1322
104179,26.0101
104179,14.0501
104179,26.1201
104179,52.0201
104179,52.0101
104179,52.0601
104179,26.0499
104179,26.0401
104179,14.0701
104179,40.0501
104179,04.0301
104179,14.0801
104179,16.1200
104179,51.1005
104179,51.0201
104179,09.0101
104179,16.0104
104179,11.0101
104179,14.0901
104179,19.0402
104179,13.1101
104179,23.0501
104179,43.0103
104179,50.0301
104179,51.3101
104179,13.1324
104179,50.0501
104179,05.0104
104179,26.1301
104179,45.0601
104179,13.0101
104179,13.9999
104179,13.0401
104179,42.1801
104179,13.0501
104179,14.1001
104179,13.1202
104179,14.1101
104179,14.1201
104179,14.0101
104179,14.9999
104179,15.1501
104179,23.0101
104179,13.1305
104179,26.0702
104179,52.0701
104179,03.0103
104179,14.1401
104179,26.1309
104179,13.1308
104179,19.0401
104179,52.1902
104179,52.0801
104179,50.0702
104179,16.0901
104179,13.1325
104179,51.1509
104179,45.0701
104179,14.3901
104179,40.0601
104179,16.0501
104179,30.1101
104179,31.0501
