from,to,rank
157951,155317,7
157951,223232,8
157951,100858,9
157951,150136,10
159391,160658,1
159391,223232,2
159391,228778,3
159391,147767,4
159391,159647,5
159391,142115,6
159391,123961,7
159391,164155,8
159391,134097,9
159391,176372,10
159416,159717,1
159416,159009,2
159416,159382,3
159416,159993,4
159416,160038,5
159416,159391,6
159416,229063,7
159416,222831,8
159647,159391,1
159647,159993,2
159647,223232,3
159647,229115,4
159647,229063,5
159647,160658,6
159647,159656,7
159647,159939,8
159656,135726,1
159656,159568,2
159656,159939,3
159656,159993,4
159656,196413,5
159656,190415,6
159656,199847,7
159656,199120,8
159656,198516,9
159656,164988,10
159717,160038,1
159717,159382,2
159717,159391,3
159717,160658,4
159717,159966,5
159717,159416,6
159717,226091,7
159717,222831,8
159717,159993,9
159717,225432,10
159939,159391,1
159939,139940,2
159939,135726,3
159939,159656,4
159939,176372,5
159939,221838,6
159939,100663,7
159939,176080,8
159939,160065,9
159939,159647,10
159966,159717,1
159966,160038,2
159966,159382,3
159966,160658,4
159966,160612,5
159993,160658,1
159993,160038,2
159993,159939,3
159993,159391,4
159993,160621,5
159993,160612,6
159993,159717,7
159993,159416,8
159993,159647,9
159993,159568,10
160038,159717,1
160038,160658,2
160038,159993,3
160038,159382,4
160038,160755,5
160038,219046,6
160038,159966,7
160038,160612,8
160038,159416,9
160038,159656,10
160612,159009,1
160612,158802,2
160612,160621,3
160612,233541,4
160612,159391,5
160612,159966,6
160612,184782,7
160612,159993,8
160612,160658,9
160612,160038,10
160658,159391,1
160658,160038,2
160658,159993,3
160658,159717,4
160658,228723,5
160658,133650,6
160658,104151,7
160658,159647,8
160658,159939,9
160658,100858,10
160755,135726,1
160755,134097,2
160755,190415,3
160755,139940,4
160755,221999,5
160755,196413,6
160755,164988,7
160755,198419,8
160755,139658,9
160755,126614,10
161253,217484,1
161253,161554,2
161253,183044,3
161253,166629,4
161253,174783,5
161253,174233,6
161253,231174,7
161253,167358,8
161253,171100,9
161253,166513,10
161457,217484,1
161457,129941,2
161457,135726,3
161457,161253,4
161457,164988,5
161457,129020,6
161457,186380,7
161457,217518,8
161457,196097,9
161554,161253,1
161554,163286,2
161554,166513,3
161554,166027,4
161554,217484,5
161554,183044,6
161554,190415,7
161554,167987,8
161554,237525,9
161554,167358,10
161873,215062,1
161873,162928,2
161873,178420,3
161873,163578,4
161873,163204,5
161873,163286,6
161873,166027,7
161873,163268,8
161873,190600,9
161873,236948,10
162007,218733,1
162007,131520,2
162007,163286,3
162007,186380,4
162007,199157,5
162007,199102,6
162007,139959,7
162007,136330,8
162007,163453,9
162007,164076,10
162283,234030,1
162283,162584,2
162283,232982,3
162584,164076,1
162584,128771,2
162584,230834,3
162584,163286,4
162584,163268,5
162584,163338,6
162584,162283,7
162584,162928,8
162584,132903,9
162584,135726,10
162654,189088,1
162654,232423,2
162654,131159,3
162654,213020,4
162654,216524,5
162654,164076,6
162654,166629,7
162654,166939,8
162654,163046,9
162654,128902,10
162760,212805,1
162760,212115,2
162760,210669,3
162760,212197,4
162928,166027,1
162928,190415,2
162928,130794,3
162928,243744,4
162928,190150,5
162928,217156,6
162928,215062,7
162928,131496,8
162928,163286,9
162928,110635,10
163204,163286,1
163204,162928,2
163204,193900,3
163204,166683,4
163204,121150,5
163204,180814,6
163204,122436,7
163204,141565,8
163204,141574,9
163204,110662,10
163268,163286,1
163268,164076,2
163268,162928,3
163268,163046,4
163268,199139,5
163268,126580,6
163268,163578,7
163268,164988,8
163268,163453,9
163268,134097,10
163286,163268,1
163286,164988,2
163286,214777,3
163286,162928,4
163286,167358,5
163286,233921,6
163286,130943,7
163286,215062,8
163286,186380,9
163286,234076,10
163851,164076,1
163851,163268,2
163851,136172,3
163851,217819,4
163851,198464,5
163851,186380,6
163851,132903,7
163851,232982,8
163851,196097,9
163851,127565,10
164216,163268,1
164562,165024,1
164562,164988,2
164562,165866,3
164562,217484,4
164562,165820,5
164562,192819,6
164562,217518,7
164562,166629,8
164562,165015,9
164562,217156,10
164580,193900,1
164580,164739,2
164580,233374,3
164580,215062,4
164580,166027,5
164580,130794,6
164580,167358,7
164580,199120,8
164580,217156,9
164580,221999,10
164739,166629,1
164739,164924,2
164739,167358,3
164739,164580,4
164739,166027,5
164739,217156,6
164739,167987,7
164739,165015,8
164739,164988,9
164739,217165,10
164748,192712,1
164748,119270,2
164748,192110,3
164748,197869,4
164748,219709,5
164748,196413,6
164748,198516,7
164748,233374,8
164748,123961,9
164748,139199,10
164924,164988,1
164924,190415,2
164924,217156,3
164924,193900,4
164924,166027,5
164924,231624,6
164924,190099,7
164924,167358,8
164924,196413,9
164924,186131,10
164988,217156,1
164988,167358,2
164988,193900,3
164988,190150,4
164988,190415,5
164988,166027,6
164988,130794,7
164988,110635,8
164988,215062,9
164988,164924,10
165015,217156,1
165015,190415,2
165015,168148,3
165015,164988,4
165015,139658,5
165015,130794,6
165015,166027,7
165015,165024,8
165015,164924,9
165015,211440,10
165024,164988,1
165024,165820,2
165024,167729,3
165024,167358,4
165024,164924,5
165024,167987,6
165024,165866,7
165024,196413,8
165024,217484,9
165024,217156,10
165334,191649,1
165334,196413,2
165334,166629,3
165334,130226,4
165334,196097,5
165334,166018,6
165334,164924,7
165334,191968,8
165334,213385,9
165334,128902,10
165529,165024,1
165529,164447,2
165529,182634,3
165529,134097,4
165529,164988,5
165529,183062,6
165529,232423,7
165529,164720,8
165529,217484,9
165529,217420,10
165820,165024,1
165820,167987,2
165820,165866,3
165820,166629,4
165820,165662,5
165820,128771,6
165820,168263,7
165820,164988,8
165820,168430,9
165820,166850,10
166027,130794,1
166027,243744,2
166027,186131,3
166027,190415,4
166027,190150,5
166027,217156,6
166027,110635,7
166027,166683,8
166027,215062,9
166027,198419,10
166513,166629,1
166513,167987,2
166513,166638,3
166513,217484,4
166513,164988,5
166513,167358,6
166513,166027,7
166513,163286,8
166513,190415,9
166513,194824,10
166629,164988,1
166629,167358,2
166629,190415,3
166629,196413,4
166629,167987,5
166629,217484,6
166629,129020,7
166629,166513,8
166629,130226,9
166629,166638,10
166638,164988,1
166638,166629,2
166638,167987,3
166638,130794,4
166638,166513,5
166638,190415,6
166638,167358,7
166638,217484,8
166638,186131,9
166638,166027,10
166683,243744,1
166683,166027,2
166683,110635,3
166683,110404,4
166683,130794,5
166683,186131,6
166683,190415,7
166683,110662,8
166683,190150,9
166683,139755,10
166939,131159,1
166939,167835,2
166939,164465,3
166939,171128,4
166939,168148,5
166939,131469,6
166939,204501,7
166939,174066,8
166939,156125,9
166939,163286,10
167358,164988,1
167358,166629,2
167358,163286,3
167358,193900,4
167358,217484,5
167358,243744,6
167358,162928,7
167358,217156,8
167358,131469,9
167358,110635,10
167783,167358,1
167783,164988,2
167783,199120,3
167783,166629,4
167783,204857,5
167783,234076,6
167783,217484,7
167783,167987,8
167835,168342,1
167835,164465,2
167835,243744,3
167835,166939,4
167835,190415,5
167835,190099,6
167835,110680,7
167835,186131,8
167835,166027,9
167835,168218,10
167987,166629,1
167987,166513,2
167987,165024,3
167987,165820,4
167987,167358,5
167987,166638,6
167987,164988,7
167987,217484,8
167987,165866,9
167987,196413,10
168005,164988,1
168005,165662,2
168005,165024,3
168005,165671,4
168005,167358,5
168005,134097,6
168005,166452,7
168005,217484,8
168005,193900,9
168005,135726,10
168148,164988,1
168148,217156,2
168148,190415,3
168148,167358,4
168148,130794,5
168148,165015,6
168148,215062,7
168148,166629,8
168148,221999,9
168148,139658,10
168342,166027,1
168342,190415,2
168342,243744,3
168342,130794,4
168342,164465,5
168342,217156,6
168342,186131,7
168342,193900,8
168342,182670,9
168342,190150,10
168421,166629,1
168421,164988,2
168421,195003,3
168421,441982,4
168421,110635,5
168421,162928,6
168421,190415,7
168421,194824,8
168421,167358,9
168421,168148,10
169080,170082,1
169080,169248,2
169080,170301,3
169080,171100,4
169080,170639,5
169080,171456,6
169080,168740,7
169080,171128,8
169080,172699,9
169080,171146,10
169248,171100,1
169248,171128,2
169248,170082,3
169248,169798,4
169248,172699,5
169248,170976,6
169248,170639,7
169248,171456,8
169248,171571,9
169248,169910,10
169716,171571,1
169716,171100,2
169716,169248,3
169716,172644,4
169716,170976,5
169716,170806,6
169716,169080,7
169716,170082,8
169716,172699,9
169716,164988,10
169910,171456,1
169910,171100,2
169910,172699,3
169910,169248,4
169910,170082,5
169910,172051,6
169910,171128,7
169910,169798,8
169910,171571,9
169910,170639,10
170082,171100,1
170082,171456,2
170082,169248,3
170082,170301,4
170082,172699,5
170082,170639,6
170082,170976,7
170082,171571,8
170082,169798,9
170082,169080,10
170639,170082,1
170639,171456,2
170639,169248,3
170639,171128,4
170639,171100,5
170639,172699,6
170639,170976,7
170639,171571,8
170639,169080,9
170639,171599,10
170976,171100,1
170976,171128,2
170976,190415,3
170976,164988,4
170976,240444,5
170976,243780,6
170976,186131,7
170976,130794,8
170976,243744,9
170976,145637,10
171100,170976,1
171100,171128,2
171100,172699,3
171100,169248,4
171100,170082,5
171100,171456,6
171100,243780,7
171100,204796,8
171100,169798,9
171100,166027,10
171128,171100,1
171128,170976,2
171128,169248,3
171128,172699,4
171128,171456,5
171128,172644,6
171128,170639,7
171128,170675,8
171128,170082,9
171128,169798,10
171137,169248,1
171137,171100,2
171137,170639,3
171137,170976,4
171137,171456,5
171137,174358,6
171137,172699,7
171137,169080,8
171137,198419,9
171137,170082,10
171146,171100,1
171146,169248,2
171146,171128,3
171146,170082,4
171146,172699,5
171146,168740,6
171146,171456,7
171146,170639,8
171146,201441,9
171146,170976,10
171456,170082,1
171456,171100,2
171456,170639,3
171456,172699,4
171456,169910,5
171456,169798,6
171456,169248,7
171456,170976,8
171456,171128,9
171456,172051,10
171492,172264,1
171492,169910,2
171492,171456,3
171492,169248,4
171492,170082,5
171492,172051,6
171571,171100,1
171571,170082,2
171571,169248,3
171571,172699,4
171571,170976,5
171571,169798,6
171571,171456,7
171571,170639,8
171571,172051,9
171571,169910,10
172051,171456,1
172051,169248,2
172051,169910,3
172051,170082,4
172051,171571,5
172051,170639,6
172051,169798,7
172051,171128,8
172051,172699,9
172051,171100,10
172644,171100,1
172644,171128,2
172644,170976,3
172644,172699,4
172644,169248,5
172644,171456,6
172644,170082,7
172644,169910,8
172644,171571,9
172644,153603,10
172699,171100,1
172699,169248,2
172699,169798,3
172699,171128,4
172699,170976,5
172699,170082,6
172699,171456,7
172699,171571,8
172699,169910,9
172699,170639,10
173045,174020,1
173045,173328,2
173045,174066,3
173045,173665,4
173045,174233,5
173124,174783,1
173124,174233,2
173124,174066,3
173124,174075,4
173124,142115,5
173124,161253,6
173124,237011,7
173124,236948,8
173124,173920,9
173124,175272,10
173665,173328,1
173665,174066,2
173665,173045,3
173665,174233,4
173665,174783,5
173665,173920,6
173665,174020,7
173665,173984,8
173665,179867,9
173665,174127,10
174020,173045,1
174020,219082,2
174020,174783,3
174020,173665,4
174066,240444,1
174066,174233,2
174066,174783,3
174066,171100,4
174066,173920,5
174066,170976,6
174066,153603,7
174066,166027,8
174066,145637,9
174066,204857,10
174127,173665,1
174127,173328,2
174233,174066,1
174233,174783,2
174233,173124,3
174233,173920,4
174233,174358,5
174233,166027,6
174233,172699,7
174233,161253,8
174233,175272,9
174233,174251,10
174783,174066,1
174783,174233,2
174783,173124,3
174783,173920,4
174783,174358,5
174783,172699,6
174783,161253,7
174783,175272,8
174783,171100,9
174783,164988,10
175272,174066,1
175272,174783,2
175272,174233,3
175272,174358,4
175272,173920,5
175272,239105,6
175272,146719,7
175272,172644,8
175272,170301,9
175272,150136,10
175342,175856,1
175342,176372,2
175342,171100,3
175342,100858,4
175342,176017,5
175342,176080,6
175342,134097,7
175342,100724,8
175342,176035,9
175342,159009,10
175856,176372,1
175856,175342,2
175856,140553,3
175856,100724,4
175856,176080,5
175856,186131,6
175856,171100,7
175856,134097,8
175856,139940,9
175856,100858,10
175980,100751,1
175980,176372,2
175980,217882,3
175980,220862,4
175980,166638,5
175980,176080,6
175980,166629,7
175980,221999,8
175980,151111,9
175980,196413,10
176017,176080,1
176017,176372,2
176017,100751,3
176017,221759,4
176017,139940,5
176017,220862,6
176017,175342,7
176017,232982,8
176017,134097,9
176017,135726,10
176035,175342,1
176035,134097,2
176035,100724,3
176035,139940,4
176035,135726,5
176035,182290,6
176035,182281,7
176035,160904,8
176035,100751,9
176035,100858,10
176044,217633,1
176044,230737,2
176053,176372,1
176080,176017,1
176080,139940,2
176080,221759,3
176080,220862,4
176080,135726,5
176080,176372,6
176080,100751,7
176080,139959,8
176080,134097,9
176080,100724,10
176372,176017,1
176372,176080,2
176372,175856,3
176372,220862,4
176372,139940,5
176372,159391,6
176372,100751,7
176372,175342,8
176372,157447,9
176372,141334,10
176965,155399,1
176965,178396,2
176965,155317,3
176965,178402,4
176965,178420,5
176965,178624,6
176965,149222,7
176965,173920,8
176965,186131,9
176965,154095,10
177418,178420,1
177418,177551,2
177418,177968,3
178396,178402,1
178396,179867,2
178396,145813,3
178396,178624,4
178396,155399,5
178396,176965,6
178396,179159,7
178396,178420,8
178396,170976,9
178396,204857,10
178402,178396,1
178402,178420,2
178402,155317,3
178402,176965,4
178402,155399,5
178402,179867,6
178402,204857,7
178402,179159,8
178402,156082,9
178402,138354,10
178411,187967,1
178411,214777,2
178411,126775,3
178411,207971,4
178411,123961,5
178411,228723,6
178411,194824,7
178411,166683,8
178411,145725,9
178411,134130,10
178420,178402,1
178420,179867,2
178420,154095,3
178420,177551,4
178420,179159,5
178420,155399,6
178420,176965,7
178420,178396,8
178420,177968,9
178420,153603,10
178615,149222,1
178615,176965,2
178615,179159,3
178615,149231,4
178615,207971,5
178615,143358,6
178615,150534,7
178615,153269,8
178624,178396,1
178624,153603,2
178624,176965,3
178624,155399,4
178624,236948,5
178624,179867,6
178624,177968,7
178624,178420,8
178624,126818,9
178624,166027,10
179159,179867,1
179159,178396,2
179159,178420,3
179159,178402,4
179159,204909,5
179159,149231,6
179159,198419,7
179159,186131,8
179159,166027,9
179159,204796,10
179557,155399,1
179557,143358,2
179557,174066,3
179557,178387,4
179557,178341,5
179557,176965,6
179557,178624,7
179557,179867,8
179557,179043,9
179557,177968,10
179566,178396,1
179566,198464,2
179566,202134,3
179566,230728,4
179566,230764,5
179566,176372,6
179566,178420,7
179566,105330,8
179566,149222,9
179894,178420,1
179894,157401,2
179894,179159,3
179894,178396,4
179894,121150,5
179894,177968,6
180179,210429,1
180179,142276,2
180179,180489,3
180416,180692,1
180416,209506,2
180416,180461,3
180416,142276,4
180416,180489,5
180416,142115,6
180416,208646,7
180416,210429,8
180416,234827,9
180416,237011,10
180461,142115,1
180461,236948,2
180461,180489,3
180461,142276,4
180461,230764,5
180461,236939,6
180461,126818,7
180461,180692,8
180461,180416,9
180461,234827,10
180489,142115,1
180489,209551,2
180489,142276,3
180489,180461,4
180489,102614,5
180489,236939,6
180489,180692,7
180489,180179,8
180489,210429,9
180489,180416,10
180522,208646,1
180522,210429,2
180522,234827,3
180522,237011,4
180522,180692,5
180522,180416,6
181002,174066,1
181002,201885,2
181002,206622,3
181002,181394,4
181002,199120,5
181002,144005,6
181002,240444,7
181002,240453,8
181002,236948,9
181002,236595,10
182281,182290,1
182281,104151,2
182281,135726,3
182281,110592,4
182281,110662,5
182281,110422,6
182281,123961,7
182281,111948,8
182281,204857,9
182281,139940,10
182290,182281,1
182290,123961,2
182290,110635,3
182290,110662,4
182290,243744,5
182290,243780,6
182290,126614,7
182290,230764,8
182290,209807,9
182290,237011,10
182670,190415,1
182670,130794,2
182670,166027,3
182670,243744,4
182670,217156,5
182670,186131,6
182670,190150,7
182670,215062,8
182670,110635,9
182670,193900,10
183062,217484,1
183062,212115,2
183062,196149,3
183062,128771,4
183062,168263,5
183062,237525,6
183062,165024,7
183062,167899,8
183062,192819,9
183062,236948,10
183974,184612,1
183974,183910,2
183974,133669,3
184348,185572,1
184348,184782,2
184348,164988,3
184348,187444,4
184348,217156,5
184348,211352,6
184348,186380,7
184612,185590,1
184612,185262,2
184612,187046,3
184612,187444,4
184612,186371,5
184612,186201,6
184612,186131,7
184612,185828,8
184612,185129,9
184612,185572,10
185572,184782,1
185572,184603,2
185572,187134,3
185572,185590,4
185572,186380,5
185572,185828,6
185572,184348,7
185572,186201,8
185572,187046,9
185572,187444,10
185590,185262,1
185590,186380,2
185590,184782,3
185590,212115,4
185590,213349,5
185590,211158,6
185590,187444,7
185590,184603,8
185590,216339,9
185590,132903,10
185828,186380,1
185828,185572,2
185828,187046,3
185828,184603,4
185828,186131,5
185828,186371,6
185828,184782,7
185828,196413,8
185828,214777,9
185828,187134,10
186131,166027,1
186131,130794,2
186131,243744,3
186131,190415,4
186131,190150,5
186131,217156,6
186131,198419,7
186131,110635,8
186131,215062,9
186131,182670,10
186283,213349,1
186283,185590,2
186283,216852,3
186283,214777,4
186283,211361,5
186283,185572,6
186283,186380,7
186371,186380,1
186371,186399,2
186371,195030,3
186371,216339,4
186371,186131,5
186371,185129,6
186371,170976,7
186371,164988,8
186371,185828,9
186371,185572,10
186380,214777,1
186380,187134,2
186380,163286,3
186380,186371,4
186380,186399,5
186380,216597,6
186380,130943,7
186380,193900,8
186380,216339,9
186380,132903,10
186584,186380,1
186584,135726,2
186584,131496,3
186584,215062,4
186584,187134,5
186584,196413,6
186584,218663,7
186584,164988,8
186584,199120,9
186584,186131,10
186867,186380,1
186867,187134,2
186867,211291,3
186867,196413,4
186867,213543,5
186867,214777,6
186867,184782,7
186867,195003,8
186867,135726,9
186867,217402,10
187046,184603,1
187046,185828,2
187046,185572,3
187046,186131,4
187046,186380,5
187046,187444,6
187046,186371,7
187046,186201,8
187046,185129,9
187046,185262,10
187967,102614,1
187967,228778,2
187967,214777,3
187967,178411,4
187967,155317,5
187967,110422,6
187967,159391,7
187967,123961,8
187967,171128,9
187967,126775,10
187985,236948,1
187985,105330,2
187985,228529,3
187985,145637,4
187985,126580,5
187985,106704,6
187985,188030,7
187985,228723,8
187985,228778,9
187985,204857,10
188030,104151,1
188030,228796,2
188030,190415,3
188030,105330,4
188030,106245,5
188030,122409,6
188030,226091,7
188030,232423,8
188030,213020,9
188030,228778,10
188429,191649,1
188429,196097,2
188429,193900,3
188429,196413,4
188429,191968,5
188429,215293,6
188429,188641,7
188429,191241,8
188429,195809,9
188429,134097,10
188641,188429,1
188641,189705,2
188641,190725,3
188641,192819,4
188641,164988,5
188641,192323,6
188641,191931,7
188641,190558,8
188641,196176,9
188641,196112,10
189088,162654,1
189088,217156,2
189088,190150,3
189088,189097,4
189088,197133,5
189088,163046,6
189088,211273,7
189088,231174,8
189088,110635,9
189088,139658,10
189705,188641,1
189705,191968,2
189705,188429,3
189705,193973,4
189705,161253,5
189705,192819,6
189705,191649,7
189705,194824,8
189705,166638,9
189705,190558,10
190044,196413,1
190044,190415,2
190044,238032,3
190044,212054,4
190044,166027,5
190044,233921,6
190044,130794,7
190044,186867,8
190044,129020,9
190044,223232,10
190099,217156,1
190099,164924,2
190099,190415,3
190099,168342,4
190099,231624,5
190099,199120,6
190099,166027,7
190099,152080,8
190099,215062,9
190099,211291,10
190150,190415,1
190150,193900,2
190150,130794,3
190150,166027,4
190150,243744,5
190150,186131,6
190150,217156,7
190150,215062,8
190150,110635,9
190150,164988,10
190372,243744,1
190372,186131,2
190372,211440,3
190372,166027,4
190372,130794,5
190372,166683,6
190372,162928,7
190372,212054,8
190372,190415,9
190372,190150,10
190415,130794,1
190415,166027,2
190415,243744,3
190415,190150,4
190415,217156,5
190415,186131,6
190415,215062,7
190415,193900,8
190415,182670,9
190415,110635,10
190549,190594,1
190549,190567,2
190549,190512,3
190549,190664,4
190549,193900,5
190549,190637,6
190549,190691,7
190549,196097,8
190549,190558,9
190549,196079,10
190558,190549,1
190558,190594,2
190558,190567,3
190558,190664,4
190558,188429,5
190558,188641,6
190558,196097,7
190558,196176,8
190558,190761,9
190558,190691,10
190567,190549,1
190567,190594,2
190567,196097,3
190567,190637,4
190567,190664,5
190567,190150,6
190567,194824,7
190567,190558,8
190567,236948,9
190567,110592,10
190664,190549,1
190664,190567,2
190664,190594,3
190664,190637,4
190664,110592,5
190664,110538,6
190664,132903,7
190664,218663,8
190664,185262,9
190664,145813,10
190725,188641,1
190725,210775,2
190725,192925,3
190725,212054,4
190725,196158,5
190725,196079,6
190725,196088,7
190725,139940,8
190725,191968,9
191241,193900,1
191241,191649,2
191241,130794,3
191241,164988,4
191241,190415,5
191241,196413,6
191241,198516,7
191241,190150,8
191241,167358,9
191241,243744,10
191649,196413,1
191649,191968,2
191649,191241,3
191649,188429,4
191649,214777,5
191649,216339,6
191649,193900,7
191649,196060,8
191649,195809,9
191649,166629,10
191676,152530,1
191676,194161,2
191676,201654,3
191931,188641,1
191931,196237,2
191931,191241,3
191931,183910,4
191968,196413,1
191968,164988,2
191968,214777,3
191968,192819,4
191968,191649,5
191968,130226,6
191968,190415,7
191968,167899,8
191968,166629,9
191968,123961,10
192323,164988,1
192323,188641,2
192323,184603,3
192323,196413,4
192323,183822,5
192439,190549,1
192439,193900,2
192439,190150,3
192439,168005,4
192439,132602,5
192439,189228,6
192439,188641,7
192439,188429,8
192439,122597,9
192439,144005,10
192703,193900,1
192703,191241,2
192703,190637,3
192749,191241,1
192749,196219,2
192819,191968,1
192819,130226,2
192819,196413,3
192819,129242,4
192819,188641,5
192819,135726,6
192819,217156,7
192819,196079,8
192819,167899,9
192819,217484,10
193900,190150,1
193900,190415,2
193900,110662,3
193900,215062,4
193900,110635,5
193900,164988,6
193900,243744,7
193900,130794,8
193900,123961,9
193900,166027,10
193973,164988,1
193973,181394,2
193973,171100,3
193973,166638,4
193973,189705,5
193973,190415,6
193973,220862,7
193973,201441,8
193973,130794,9
193973,174783,10
194310,196413,1
194310,166027,2
194310,195809,3
194310,163046,4
194310,216339,5
194310,166513,6
194310,193900,7
194310,164924,8
194310,168005,9
194310,129242,10
194824,213543,1
194824,190415,2
194824,217156,3
194824,196413,4
194824,195003,5
194824,166683,6
194824,166027,7
194824,190150,8
194824,186131,9
194824,211291,10
195003,164988,1
195003,167358,2
195003,194824,3
195003,168421,4
195003,211440,5
195003,166629,6
195003,212054,7
195003,132903,8
195003,236948,9
195003,190415,10
195030,190415,1
195030,193900,2
195030,196413,3
195030,217156,4
195030,164988,5
195030,162928,6
195030,190150,7
195030,194824,8
195030,215062,9
195030,139658,10
195304,234207,1
195304,170976,2
195304,217156,3
195304,147767,4
195304,190415,5
195304,193900,6
195304,209922,7
195304,211440,8
195304,144050,9
195304,131469,10
195526,196413,1
195526,163286,2
195526,196866,3
195526,211291,4
195526,191649,5
195526,191968,6
195526,217156,7
195526,164988,8
195526,204501,9
195526,165662,10
196060,196413,1
196060,191649,2
196060,196079,3
196060,196097,4
196060,195809,5
196060,196185,6
196060,131159,7
196060,196176,8
196060,191968,9
196060,195474,10
196079,196097,1
196079,196088,2
196079,192819,3
196079,190549,4
196079,190415,5
196079,196413,6
196079,190567,7
196079,196060,8
196079,163286,9
196079,196130,10
196088,196079,1
196088,196130,2
196088,196413,3
196088,232982,4
196088,227216,5
196088,185262,6
196088,196103,7
196088,163286,8
196088,193900,9
196088,196097,10
196097,190567,1
196097,196079,2
196097,196413,3
196097,191968,4
196097,193900,5
196097,190549,6
196097,196130,7
196097,110635,8
196097,196176,9
196097,190415,10
196112,190567,1
196112,196194,2
196112,188641,3
196112,190655,4
196112,196097,5
196121,196149,1
196121,164447,2
196121,195720,3
196121,196176,4
196121,196246,5
196121,191968,6
196121,212115,7
196121,188641,8
196121,131520,9
196149,183062,1
196149,196158,2
196149,196097,3
196149,196176,4
196149,196246,5
196149,212115,6
196149,196121,7
196149,191649,8
196149,164924,9
196149,163286,10
196167,196413,1
196176,196246,1
196176,196097,2
196176,191968,3
196176,196149,4
196176,204796,5
196176,190558,6
196176,122409,7
196176,217484,8
196176,196079,9
196176,134097,10
196185,196149,1
196185,196176,2
196185,164076,3
196185,196246,4
196185,192819,5
196185,139940,6
196185,191968,7
196185,214777,8
196185,216278,9
196185,190415,10
196194,190567,1
196194,190415,2
196194,142285,3
196194,204024,4
196194,188641,5
196194,196158,6
196194,196079,7
196194,196149,8
196194,166683,9
196194,190655,10
196200,191515,1
196219,196413,1
196219,191968,2
196219,172699,3
196219,191241,4
196219,164988,5
196219,193900,6
196219,196079,7
196219,140951,8
196219,185590,9
196219,110583,10
196237,191241,1
196237,183910,2
196237,188641,3
196237,196246,4
196237,190664,5
196237,190549,6
196237,191649,7
196237,188429,8
196237,191931,9
196246,196176,1
196246,191968,2
196246,196097,3
196246,196149,4
196246,190637,5
196246,129020,6
196246,190549,7
196246,212115,8
196246,204796,9
196246,120254,10
196413,191968,1
196413,190415,2
196413,164988,3
196413,193900,4
196413,190150,5
196413,214777,6
196413,198419,7
196413,135726,8
196413,191649,9
196413,166629,10
196866,166629,1
196866,196413,2
196866,213385,3
196866,123961,4
196866,194824,5
196866,211291,6
196866,163286,7
196866,135726,8
196866,139658,9
196866,130226,10
197133,217156,1
197133,130794,2
197133,190415,3
197133,243744,4
197133,190150,5
197133,168342,6
197133,186131,7
197133,166027,8
197133,170976,9
197133,193900,10
197197,212054,1
197197,191241,2
197197,167358,3
197197,195809,4
197197,191649,5
197197,122612,6
197197,198419,7
197197,190594,8
197197,188429,9
197197,214777,10
197708,193900,1
197708,190150,2
197708,186131,3
197708,130794,4
197708,190415,5
197708,217156,6
197708,243744,7
197708,171100,8
197869,198464,1
197869,199120,2
197869,199218,3
197869,199193,4
197869,199139,5
197869,104151,6
197869,134097,7
197869,198516,8
197869,217882,9
197869,199148,10
198419,243744,1
198419,166027,2
198419,186131,3
198419,199120,4
198419,130794,5
198419,190415,6
198419,190150,7
198419,217156,8
198419,215062,9
198419,221999,10
198543,199102,1
198543,198464,2
198543,197869,3
198543,198419,4
198543,200004,5
198543,199281,6
198543,139311,7
198543,199999,8
198543,199139,9
198543,198507,10
198695,198516,1
198695,198215,2
198695,198464,3
198695,198808,4
198695,198419,5
198695,197869,6
198695,199847,7
198695,218663,8
198695,199139,9
198695,198561,10
198835,197869,1
198835,198808,2
198835,198561,3
198835,198464,4
198835,198215,5
198835,200004,6
198835,199111,7
198835,198899,8
198835,198695,9
198835,199120,10
198950,197869,1
198950,198464,2
198950,234030,3
198950,198419,4
198950,199148,5
198950,234076,6
198950,199193,7
198950,198695,8
199102,198543,1
199102,135726,2
199102,199999,3
199102,199193,4
199102,199157,5
199102,200004,6
199102,134130,7
199102,199139,8
199102,198464,9
199102,131520,10
199111,199139,1
199111,199218,2
199111,197869,3
199111,199120,4
199111,199148,5
199111,198516,6
199111,134097,7
199111,200004,8
199111,199193,9
199111,198835,10
199120,198419,1
199120,199139,2
199120,221999,3
199120,234076,4
199120,243744,5
199120,199847,6
199120,197869,7
199120,166027,8
199120,198464,9
199120,134097,10
199139,199120,1
199139,199218,2
199139,199193,3
199139,198464,4
199139,199148,5
199139,218663,6
199139,197869,7
199139,217882,8
199139,198419,9
199139,199111,10
199148,199139,1
199148,198464,2
199148,197869,3
199148,199218,4
199148,200004,5
199148,199281,6
199148,198516,7
199148,234030,8
199148,199193,9
199148,232982,10
199157,199102,1
199157,163453,2
199157,198464,3
199157,191241,4
199157,201441,5
199157,218733,6
199157,162007,7
199157,199139,8
199157,202134,9
199157,151306,10
199193,198464,1
199193,199139,2
199193,199120,3
199193,134130,4
199193,217882,5
199193,199218,6
199193,197869,7
199193,204796,8
199193,135726,9
199193,134097,10
199218,199139,1
199218,198464,2
199218,199120,3
199218,197869,4
199218,199193,5
199218,200004,6
199218,199148,7
199218,198516,8
199218,217882,9
199218,199111,10
199281,199218,1
199281,199148,2
199281,199139,3
199281,198464,4
199281,199120,5
199281,200004,6
199281,197869,7
199281,199847,8
199281,198543,9
199281,199193,10
