from,to,rank
109651,163295,11
109651,140951,12
109651,366368,13
109651,131308,14
109651,191126,15
109651,202046,16
109651,193654,17
109651,110662,18
109651,201061,19
109651,202170,20
109651,169442,21
109651,123961,22
109651,110583,23
109651,,24
109651,174127,25
109785,110097,1
109785,121309,2
109785,121150,3
109785,110361,4
109785,110583,5
109785,110565,6
109785,125727,7
109785,123651,8
109785,110653,9
109785,110662,10
109785,122409,11
109785,123961,12
109785,117140,13
109785,111948,14
109785,110671,15
109785,110705,16
109785,112075,17
109785,110529,18
109785,110608,19
109785,120883,20
109785,117946,21
109785,110592,22
109785,110644,23
109785,110422,24
109785,110680,25
474863,,1
109819,110486,1
109819,124113,2
109819,110556,3
109819,123217,4
109819,121363,5
109819,114789,6
109819,109350,7
109819,110422,8
109819,110583,9
109819,110608,10
109819,114813,11
109819,108807,12
109819,117645,13
109819,112190,14
109819,110538,15
109819,110705,16
109819,409698,17
109819,122889,18
109819,110644,19
109819,110617,20
109819,115755,21
109819,110592,22
109819,110565,23
109819,122409,24
109819,110529,25
109907,125091,1
109907,125471,2
109907,186186,3
109907,112385,4
109907,121901,5
109907,117715,6
109907,117788,7
109907,117733,8
109907,117867,9
109907,,10
109907,180212,11
109907,395362,12
109907,110510,13
109907,113856,14
109907,117690,15
109907,120953,16
109907,442781,17
109907,122339,18
109907,117645,19
109907,180203,20
109907,180160,21
109907,111896,22
109907,188438,23
109907,117706,24
109907,180328,25
449357,226152,1
449357,221999,2
461643,,1
125170,243744,1
125170,110635,2
125170,110662,3
125170,166027,4
125170,193900,5
125170,130794,6
125170,190150,7
125170,186131,8
125170,123961,9
125170,110644,10
125170,198419,11
125170,217156,12
125170,112190,13
125170,122597,14
125170,190415,15
125170,166683,16
125170,,17
125170,215062,18
125170,110617,19
125170,110699,20
125170,117247,21
125170,110714,22
125170,131496,23
125170,110653,24
125170,164988,25
262022,122436,1
262022,122339,2
262022,122384,3
262022,122375,4
262022,110680,5
262022,112084,6
262022,122409,7
262022,110635,8
262022,210331,9
262022,122597,10
262022,112190,11
262022,110644,12
262022,110653,13
262022,110671,14
262022,445188,15
262022,110705,16
262022,121309,17
262022,110592,18
262022,110699,19
262022,114789,20
262022,110510,21
262022,121901,22
262022,366368,23
262022,110556,24
262022,122755,25
110060,110918,1
110060,112084,2
110060,222178,3
110060,224244,4
110060,110097,5
110060,125897,6
110060,245953,7
110060,228486,8
110060,117104,9
110060,109785,10
110060,,11
110060,126669,12
110060,138868,13
110060,179256,14
110060,117557,15
110060,124487,16
110060,121071,17
110060,112075,18
110060,102669,19
110060,181376,20
110060,260947,21
110060,,22
110060,115083,23
110060,110361,24
110060,140252,25
110097,109785,1
110097,121309,2
110097,123651,3
110097,125727,4
110097,121150,5
110097,110361,6
110097,110583,7
110097,110565,8
110097,111948,9
110097,110653,10
110097,117751,11
110097,110662,12
110097,123961,13
110097,112075,14
110097,236577,15
110097,117946,16
110097,122409,17
110097,120537,18
110097,110705,19
110097,110644,20
110097,110680,21
110097,110422,22
110097,149781,23
110097,110529,24
110097,110671,25
262086,111948,1
262086,110653,2
262086,110662,3
262086,123961,4
262086,110705,5
262086,121150,6
262086,110583,7
262086,110671,8
262086,122436,9
262086,110565,10
262086,110680,11
262086,110644,12
262086,117946,13
262086,110592,14
262086,110714,15
262086,123651,16
262086,110635,17
262086,445188,18
262086,122409,19
262086,110608,20
262086,117140,21
262086,122612,22
262086,110538,23
262086,193900,24
262086,110413,25
110246,110538,1
110246,123299,2
110246,126119,3
110246,122180,4
110246,110617,5
110246,123341,6
110246,123484,7
110246,110334,8
110246,123013,9
110246,121707,10
110246,113193,11
110246,109208,12
110246,114433,13
110246,118684,14
110246,122889,15
110246,108807,16
110246,112190,17
110246,110644,18
110246,123457,19
110246,109819,20
110246,115755,21
110246,119331,22
110246,113096,23
110246,122746,24
110246,117645,25
110334,110714,1
110334,119067,2
110334,122755,3
110334,115393,4
110334,409698,5
110334,112190,6
110334,110246,7
110334,110617,8
110334,122889,9
110334,114716,10
110334,122597,11
110334,122180,12
110334,125499,13
110334,108807,14
110334,123299,15
110334,110538,16
110334,115755,17
110334,122791,18
110334,113236,19
110334,114938,20
110334,113193,21
110334,122339,22
110334,119331,23
110334,109819,24
110334,118718,25
110422,110644,1
110422,110705,2
110422,110529,3
110422,110653,4
110422,110680,5
110422,110635,6
110422,110662,7
110422,110714,8
110422,122409,9
110422,110583,10
110422,123961,11
110422,243744,12
110422,122755,13
110422,110538,14
110422,110671,15
110422,122931,16
110422,122597,17
110422,110565,18
110422,122436,19
110422,121150,20
110422,110556,21
110422,120883,22
110422,445188,23
110422,110617,24
110422,209551,25
110361,109785,1
110361,110097,2
110361,110510,3
110361,110565,4
110361,110671,5
110361,121309,6
110361,123651,7
110361,110583,8
110361,117627,9
110361,110529,10
110361,110653,11
110361,112075,12
110361,125727,13
110361,121150,14
110361,122409,15
110361,366711,16
110361,110592,17
110361,121691,18
110361,110662,19
110361,110422,20
110361,110413,21
110361,117140,22
110361,121901,23
110361,110705,24
110361,110918,25
110918,110361,1
110918,110060,2
110918,110556,3
110918,110592,4
110918,109785,5
110918,110486,6
110918,132879,7
110918,110583,8
110918,126669,9
110918,112084,10
110918,110097,11
110918,409698,12
110918,110510,13
110918,224244,14
110918,123961,15
110918,110370,16
110918,114813,17
110918,141644,18
110918,110565,19
110918,110662,20
110918,110617,21
110918,110413,22
110918,123651,23
110918,222178,24
110918,228875,25
110370,111081,1
110370,120403,2
110370,109651,3
110370,194578,4
110370,122454,5
110370,143048,6
110370,217493,7
110370,140951,8
110370,163295,9
110370,117168,10
110370,166674,11
110370,366368,12
110370,191126,13
110370,215105,14
110370,193900,15
110370,193654,16
110370,136774,17
110370,110662,18
110370,123961,19
110370,144281,20
110370,166984,21
110370,235024,22
110370,110583,23
110370,122597,24
110370,110592,25
485263,,1
478634,,1
110316,110778,1
110316,110468,2
110316,126012,3
110316,111391,4
110316,116712,5
110316,117575,6
110316,110370,7
110316,110699,8
110316,110486,9
110316,125718,10
110316,123095,11
110316,114840,12
110316,117788,13
110316,110918,14
110316,112190,15
110316,166027,16
110316,110398,17
110316,110635,18
110316,117715,19
110316,122612,20
110316,120698,21
110316,366711,22
110316,199449,23
110316,110556,24
110316,441937,25
110404,166683,1
110404,243744,2
110404,110635,3
110404,166027,4
110404,186131,5
110404,190415,6
110404,211440,7
110404,115409,8
110404,110662,9
110404,130794,10
110404,190150,11
110404,139755,12
110404,215062,13
110404,123961,14
110404,217156,15
110404,227757,16
110404,198419,17
110404,162928,18
110404,144050,19
110404,110422,20
110404,110680,21
110404,182670,22
110404,147767,23
110404,194824,24
110404,170976,25
111081,110370,1
111081,109651,2
111081,123961,3
111081,120403,4
111081,122454,5
111081,217493,6
111081,193900,7
111081,110662,8
111081,143048,9
111081,136774,10
111081,111948,11
111081,117168,12
111081,194578,13
111081,215105,14
111081,140951,15
111081,199184,16
111081,366368,17
111081,235024,18
111081,192110,19
111081,110583,20
111081,163295,21
111081,165662,22
111081,211440,23
111081,117946,24
111081,166674,25
483586,,1
110413,110705,1
110413,121150,2
110413,110608,3
110413,117946,4
110413,111948,5
110413,110653,6
110413,110583,7
110413,110422,8
110413,110662,9
110413,441937,10
110413,109785,11
110413,122409,12
110413,110644,13
110413,120883,14
110413,122436,15
110413,110680,16
110413,110565,17
110413,123961,18
110413,117140,19
110413,110671,20
110413,110714,21
110413,125727,22
110413,121691,23
110413,122931,24
110413,121309,25
110529,110422,1
110529,110565,2
110529,110583,3
110529,110653,4
110529,110671,5
110529,110644,6
110529,110662,7
110529,110705,8
110529,110592,9
110529,110510,10
110529,122409,11
110529,110680,12
110529,110608,13
110529,110635,14
110529,110714,15
110529,123961,16
110529,445188,17
110529,110538,18
110529,122597,19
110529,122755,20
110529,110556,21
110529,117140,22
110529,110547,23
110529,122436,24
110529,121150,25
110486,110556,1
110486,110608,2
110486,110592,3
110486,110583,4
110486,110565,5
110486,110617,6
110486,110538,7
110486,409698,8
110486,109819,9
110486,110574,10
110486,445188,11
110486,110510,12
110486,110547,13
110486,110671,14
110486,122409,15
110486,441937,16
110486,110495,17
110486,110653,18
110486,110705,19
110486,122597,20
110486,110644,21
110486,122755,22
110486,110529,23
110486,110662,24
110486,366711,25
441937,110608,1
441937,110583,2
441937,409698,3
441937,110565,4
441937,366711,5
441937,110538,6
441937,110705,7
441937,110592,8
441937,122409,9
441937,110547,10
441937,110574,11
441937,122597,12
441937,110510,13
441937,110714,14
441937,115755,15
441937,110529,16
441937,110617,17
441937,110486,18
441937,110556,19
441937,110671,20
441937,123572,21
441937,110422,22
441937,445188,23
441937,110653,24
441937,122755,25
110538,110617,1
110538,110556,2
110538,110583,3
110538,123572,4
110538,122597,5
110538,122755,6
110538,122409,7
110538,110644,8
110538,110422,9
110538,110565,10
110538,110714,11
110538,115755,12
110538,409698,13
110538,110574,14
110538,110608,15
110538,110705,16
110538,110495,17
110538,110510,18
110538,445188,19
110538,110592,20
110538,366711,21
110538,110529,22
110538,110671,23
110538,441937,24
110538,110653,25
110547,110583,1
110547,110592,2
110547,110608,3
110547,110565,4
110547,110510,5
110547,110671,6
110547,110529,7
110547,110574,8
110547,441937,9
110547,110653,10
110547,110486,11
110547,366711,12
110547,122409,13
110547,110538,14
110547,110662,15
110547,110556,16
110547,409698,17
110547,110705,18
110547,122597,19
110547,122755,20
110547,445188,21
110547,110617,22
110547,115755,23
110547,123961,24
110547,110714,25
110574,122597,1
110574,122755,2
110574,110617,3
110574,409698,4
110574,110538,5
110574,110583,6
110574,110556,7
110574,110608,8
110574,110565,9
110574,110714,10
110574,110495,11
110574,110592,12
110574,110644,13
110574,123572,14
110574,445188,15
110574,122409,16
110574,110486,17
110574,110547,18
110574,110510,19
110574,115755,20
110574,110671,21
110574,441937,22
110574,110653,23
110574,110635,24
110574,110699,25
110556,110617,1
110556,110538,2
110556,110583,3
110556,122755,4
110556,110486,5
110556,110644,6
110556,445188,7
110556,110495,8
110556,110565,9
110556,122409,10
110556,110608,11
110556,409698,12
110556,110422,13
110556,114813,14
110556,122597,15
110556,110574,16
110556,110592,17
110556,114789,18
110556,110705,19
110556,110714,20
110556,110653,21
110556,110662,22
110556,110671,23
110556,110529,24
110556,110510,25
110565,110583,1
110565,110653,2
110565,110671,3
110565,110529,4
110565,110592,5
110565,110608,6
110565,122409,7
110565,110510,8
110565,110662,9
110565,110705,10
110565,110547,11
110565,366711,12
110565,110680,13
110565,122597,14
110565,110538,15
110565,110556,16
110565,110422,17
110565,110714,18
110565,110644,19
110565,123961,20
110565,122755,21
110565,445188,22
110565,110617,23
110565,409698,24
110565,111948,25
110583,110565,1
110583,122409,2
110583,110653,3
110583,110592,4
110583,110608,5
110583,110662,6
110583,110705,7
110583,110671,8
110583,110529,9
110583,110680,10
110583,122597,11
110583,110422,12
110583,110714,13
110583,123961,14
110583,110547,15
110583,110644,16
110583,122755,17
110583,110538,18
110583,110510,19
110583,110617,20
110583,110556,21
110583,110635,22
110583,409698,23
110583,122436,24
110583,366711,25
110592,110583,1
110592,110565,2
110592,110608,3
110592,110662,4
110592,110547,5
110592,110653,6
110592,110671,7
110592,110529,8
110592,122409,9
110592,110510,10
110592,110705,11
110592,123961,12
110592,122597,13
110592,110617,14
110592,110680,15
110592,110556,16
110592,110644,17
110592,110635,18
110592,110538,19
110592,122755,20
110592,110486,21
110592,445188,22
110592,110714,23
110592,110574,24
110592,366711,25
409698,110583,1
409698,110714,2
409698,110617,3
409698,122597,4
409698,110574,5
409698,122755,6
409698,110538,7
409698,110556,8
409698,123572,9
409698,110608,10
409698,110565,11
409698,115755,12
409698,122409,13
409698,441937,14
409698,110705,15
409698,110422,16
409698,110644,17
409698,445188,18
409698,110495,19
409698,110592,20
409698,366711,21
409698,110486,22
409698,110510,23
409698,110671,24
409698,110653,25
110608,110583,1
110608,110565,2
110608,110592,3
110608,110547,4
110608,110705,5
110608,122409,6
110608,110662,7
110608,110653,8
110608,110671,9
110608,110529,10
110608,122597,11
110608,441937,12
110608,110556,13
110608,110538,14
110608,110510,15
110608,110617,16
110608,123961,17
110608,110486,18
110608,409698,19
110608,110714,20
110608,445188,21
110608,122755,22
110608,110574,23
110608,110644,24
110608,110680,25
110617,110538,1
110617,110644,2
110617,122755,3
110617,122597,4
110617,110556,5
110617,110583,6
110617,110574,7
110617,123572,8
110617,122409,9
110617,110495,10
110617,409698,11
110617,110714,12
110617,120883,13
110617,445188,14
110617,110592,15
110617,110608,16
110617,110565,17
110617,110422,18
110617,110635,19
110617,110653,20
110617,110705,21
110617,122180,22
110617,110699,23
110617,115755,24
110617,110486,25
110510,110565,1
110510,110671,2
110510,110583,3
110510,110529,4
110510,110592,5
110510,110608,6
110510,366711,7
110510,122409,8
110510,110653,9
110510,110538,10
110510,110547,11
110510,110556,12
110510,110705,13
110510,110486,14
110510,110617,15
110510,110662,16
110510,409698,17
110510,110361,18
110510,110574,19
110510,441937,20
110510,121691,21
110510,445188,22
110510,117140,23
110510,110495,24
110510,110680,25
366711,122409,1
366711,110565,2
366711,110583,3
366711,110510,4
366711,110538,5
366711,110608,6
366711,441937,7
366711,110671,8
366711,110592,9
366711,409698,10
366711,122597,11
366711,110653,12
366711,110680,13
366711,110529,14
366711,110547,15
366711,122436,16
366711,110705,17
366711,122755,18
366711,110556,19
366711,110422,20
366711,123572,21
366711,110617,22
366711,110574,23
366711,110714,24
366711,121309,25
110495,110617,1
110495,110556,2
110495,110538,3
110495,445188,4
110495,110574,5
110495,409698,6
110495,122755,7
110495,110644,8
110495,122597,9
110495,120883,10
110495,123572,11
110495,110583,12
110495,110510,13
110495,110714,14
110495,110486,15
110495,110565,16
110495,110608,17
110495,115755,18
110495,441937,19
110495,366711,20
110495,110592,21
110495,110671,22
110495,122409,23
110495,110705,24
110495,110422,25
460075,,1
111391,110398,1
111391,193821,2
111391,123970,3
111391,189501,4
111391,126049,5
111391,442295,6
111391,188535,7
111391,190682,8
111391,123448,9
111391,432348,10
111391,110662,11
111391,166027,12
111391,167215,13
111391,110635,14
111391,110583,15
111391,110592,16
111391,146241,17
111391,212018,18
111391,110316,19
111391,110486,20
111391,110705,21
111391,,22
111391,123961,23
111391,243744,24
111391,110699,25
111434,122791,1
111434,123509,2
111434,113333,3
111434,112190,4
111434,114716,5
111434,141644,6
111434,132842,7
111434,,8
111434,102669,9
111434,110538,10
111434,163532,11
111434,,12
111434,137962,13
111434,110334,14
111434,100724,15
111434,193070,16
111434,110574,17
111434,231086,18
111434,230825,19
111434,,20
111434,120184,21
111434,198011,22
111434,434539,23
111434,161244,24
111434,200208,25
111887,117645,1
111887,121886,2
111887,113236,3
111887,113856,4
111887,110583,5
111887,114859,6
111887,110547,7
111887,110565,8
111887,121044,9
111887,110592,10
111887,112686,11
111887,115126,12
111887,113980,13
111887,112172,14
111887,122977,15
111887,120342,16
111887,121901,17
111887,110529,18
111887,115001,19
111887,119164,20
111887,111939,21
111887,125763,22
111887,110662,23
111887,110608,24
111887,110653,25
111896,125462,1
111896,114433,2
111896,124113,3
111896,395362,4
111896,112385,5
111896,109350,6
111896,109819,7
111896,198011,8
111896,234711,9
111896,122977,10
111896,123484,11
111896,198084,12
111896,109907,13
111896,164775,14
111896,114938,15
111896,122889,16
111896,,17
111896,108807,18
111896,439701,19
111896,168607,20
111896,117052,21
111896,405872,22
111896,112190,23
111896,168883,24
111896,122375,25
111920,120290,1
111920,110574,2
111920,117247,3
111920,122755,4
111920,118772,5
111920,366401,6
111920,122597,7
111920,112190,8
111920,114716,9
111920,108667,10
111920,113634,11
111920,122791,12
111920,125170,13
111920,110617,14
111920,110644,15
111920,112826,16
111920,113333,17
111920,121707,18
111920,114266,19
111920,110538,20
111920,110635,21
111920,122658,22
111920,110495,23
111920,110246,24
111920,122746,25
111939,121901,1
111939,123527,2
111939,119164,3
111939,112172,4
111939,110510,5
111939,110565,6
111939,110671,7
111939,110529,8
111939,114859,9
111939,110583,10
111939,125091,11
111939,110592,12
111939,117627,13
111939,117140,14
111939,111887,15
111939,109785,16
111939,117636,17
111939,110361,18
111939,110662,19
111939,110608,20
111939,110653,21
111939,121691,22
111939,110538,23
111939,113111,24
111939,117645,25
111948,117946,1
111948,123961,2
111948,121150,3
111948,110662,4
111948,110653,5
111948,110583,6
111948,110705,7
111948,110565,8
111948,122436,9
111948,122931,10
111948,193900,11
111948,110680,12
111948,122409,13
111948,110644,14
111948,110422,15
111948,121691,16
111948,110714,17
111948,122612,18
111948,120254,19
111948,120883,20
111948,110635,21
111948,109785,22
111948,110671,23
111948,243744,24
111948,125763,25
123493,,1
123493,,2
123493,,3
123493,,4
123493,442000,5
123493,110617,6
123493,367884,7
123493,152822,8
123493,384306,9
123493,201973,10
123493,110699,11
123493,204468,12
123493,110644,13
123493,127918,14
123493,212160,15
123493,110334,16
123493,109350,17
123493,211361,18
123493,115126,19
123493,110538,20
123493,245847,21
123493,110583,22
123493,182980,23
123493,131876,24
123493,203580,25
111966,110662,1
111966,117636,2
111966,110592,3
111966,131520,4
111966,243744,5
111966,110653,6
111966,123961,7
111966,110671,8
111966,110583,9
111966,110699,10
111966,162928,11
111966,110547,12
111966,110644,13
111966,120883,14
111966,121150,15
111966,145558,16
111966,122612,17
111966,130794,18
111966,110680,19
111966,110608,20
111966,409698,21
111966,232265,22
111966,117946,23
111966,109785,24
111966,166027,25
112127,192110,1
112172,119164,1
112172,121044,2
112172,121886,3
112172,111939,4
112172,110529,5
112172,109785,6
112172,117140,7
112172,110565,8
112172,110592,9
112172,114859,10
112172,113856,11
112172,111887,12
112172,110583,13
112172,115001,14
112172,117645,15
112172,122977,16
112172,121901,17
112172,110510,18
112172,113236,19
112172,110662,20
112172,110671,21
112172,110608,22
112172,125471,23
112172,125763,24
112172,109350,25
112190,122597,1
112190,122612,2
112190,122791,3
112190,123509,4
112190,110699,5
112190,122755,6
112190,115083,7
112190,122746,8
112190,110617,9
112190,122339,10
112190,122180,11
112190,125170,12
112190,122889,13
112190,110574,14
112190,117788,15
112190,122454,16
112190,113634,17
112190,110538,18
112190,110635,19
112190,108667,20
112190,110644,21
112190,122409,22
112190,111920,23
112190,114716,24
112190,110583,25
112251,112260,1
112251,110662,2
112251,110653,3
112251,121345,4
112251,121257,5
112251,121150,6
112251,243744,7
112251,190576,8
112251,123165,9
112251,120254,10
112251,110644,11
112251,166027,12
112251,111948,13
112251,123961,14
112251,110671,15
112251,110705,16
112251,110529,17
112251,445188,18
112251,110583,19
112251,115409,20
112251,110714,21
112251,110422,22
112251,110635,23
112251,198419,24
112251,110413,25
112260,121345,1
112260,121257,2
112260,243744,3
112260,110662,4
112260,120254,5
112260,123165,6
112260,110635,7
112260,123961,8
112260,110680,9
112260,217156,10
112260,121150,11
112260,115409,12
112260,110653,13
112260,131496,14
112260,122931,15
112260,110705,16
112260,164465,17
112260,190150,18
112260,147767,19
112260,117946,20
112260,144050,21
112260,190415,22
112260,193900,23
112260,110644,24
112260,216287,25
124283,115214,1
124283,441511,2
124283,114840,3
124283,186122,4
124283,112260,5
124283,121257,6
124283,122436,7
124283,117140,8
124283,110714,9
124283,110422,10
124283,121345,11
124283,111948,12
124283,243744,13
124283,139658,14
124283,221999,15
124283,110671,16
124283,131496,17
124283,110680,18
124283,110653,19
124283,110644,20
124283,123961,21
112385,115126,1
112385,120342,2
112385,186186,3
112385,109907,4
112385,125471,5
112385,116439,6
112385,,7
112385,180212,8
112385,122205,9
112385,395362,10
112385,111896,11
112385,120953,12
112385,119067,13
112385,117733,14
112385,112172,15
112385,194736,16
112385,442781,17
112385,113236,18
112385,125091,19
112385,125499,20
112385,117645,21
112385,180203,22
112385,118930,23
112385,180160,24
112385,114859,25
31190,,1
108667,117247,1
108667,118772,2
108667,112190,3
108667,118347,4
108667,125170,5
108667,111920,6
108667,113634,7
108667,366401,8
108667,173416,9
108667,122597,10
108667,200527,11
108667,134510,12
108667,117645,13
108667,110574,14
108667,111461,15
108667,139010,16
108667,125028,17
108667,109350,18
108667,112826,19
108667,125499,20
108667,148256,21
108667,115126,22
108667,380359,23
108667,120953,24
108667,122889,25
118347,123013,1
118347,108667,2
118347,186186,3
118347,180212,4
118347,442781,5
118347,118772,6
118347,180203,7
118347,112190,8
118347,125471,9
118347,180160,10
118347,122791,11
118347,200527,12
118347,180328,13
118347,122889,14
118347,117733,15
118347,,16
118347,117247,17
118347,117867,18
118347,118684,19
118347,113193,20
118347,125499,21
118347,188261,22
118347,120953,23
118347,117803,24
118347,117706,25
122791,112190,1
122791,123509,2
122791,111434,3
122791,122755,4
122791,122597,5
122791,114716,6
122791,111920,7
122791,110617,8
122791,122612,9
122791,113333,10
122791,122746,11
122791,110574,12
122791,122409,13
122791,110334,14
122791,110538,15
122791,186186,16
122791,110699,17
122791,122180,18
122791,122339,19
122791,118347,20
122791,180212,21
122791,366711,22
122791,110644,23
122791,110556,24
122791,120290,25
111461,109350,1
111461,117706,2
111461,110608,3
111461,117733,4
111461,115001,5
111461,117867,6
111461,121044,7
111461,122977,8
111461,110583,9
111461,117645,10
111461,117788,11
111461,186186,12
111461,110662,13
111461,122889,14
111461,110592,15
111461,119137,16
111461,180212,17
111461,109785,18
111461,112172,19
111461,108807,20
111461,113236,21
111461,441937,22
111461,112385,23
111461,109907,24
111461,116439,25
113573,110510,1
113573,395362,2
113573,121901,3
113573,110565,4
113573,113111,5
113573,186186,6
113573,122409,7
113573,110671,8
113573,180212,9
113573,163532,10
113573,110583,11
113573,123484,12
113573,366711,13
113573,110529,14
113573,120953,15
113573,442781,16
113573,200208,17
113573,117636,18
113573,114433,19
113573,111461,20
113573,115296,21
113573,117645,22
113573,187897,23
113573,180203,24
113573,112190,25
121707,115755,1
121707,123299,2
121707,123484,3
121707,118684,4
121707,110246,5
121707,123013,6
121707,122180,7
121707,110538,8
121707,210146,9
121707,186186,10
121707,109208,11
121707,123341,12
121707,125170,13
121707,114433,14
121707,122889,15
121707,,16
121707,112190,17
121707,180212,18
121707,110617,19
121707,111920,20
121707,126119,21
121707,125499,22
121707,112561,23
121707,395362,24
121707,113096,25
123217,110556,1
123217,121363,2
123217,114789,3
123217,117052,4
123217,114813,5
123217,109819,6
123217,448594,7
123217,110486,8
123217,113193,9
123217,123484,10
123217,186186,11
123217,110422,12
123217,110617,13
123217,110583,14
123217,121707,15
123217,122889,16
123217,110538,17
123217,,18
123217,180212,19
123217,108807,20
123217,111461,21
123217,118718,22
123217,112385,23
123217,122339,24
123217,109785,25
123484,123299,1
123484,121707,2
123484,110246,3
123484,210146,4
123484,114433,5
123484,186186,6
123484,123280,7
123484,115755,8
123484,123217,9
123484,122889,10
123484,118684,11
123484,,12
123484,180212,13
123484,112826,14
123484,126119,15
123484,423652,16
123484,123013,17
123484,395362,18
123484,111896,19
123484,110538,20
123484,114938,21
123484,117274,22
123484,117195,23
123484,209506,24
123484,120953,25
112561,166027,1
112561,190150,2
112561,130794,3
112561,186131,4
112561,243744,5
112561,193900,6
112561,217156,7
112561,144281,8
112561,110662,9
112561,112570,10
112561,182670,11
112561,217925,12
112561,190415,13
112561,177065,14
112561,198419,15
112561,110635,16
112561,118976,17
112561,217934,18
112561,162928,19
112561,215062,20
112561,139658,21
112561,164988,22
112561,186186,23
112561,196413,24
112561,110556,25
112570,144281,1
112570,123961,2
112570,108870,3
112570,110662,4
112570,110370,5
112570,193900,6
112570,112561,7
112570,111948,8
112570,366368,9
112570,111081,10
112570,117946,11
112570,122454,12
112570,,13
112570,122597,14
112570,,15
112570,109086,16
112570,110592,17
112570,110608,18
112570,110583,19
112570,192110,20
112570,165662,21
112570,123651,22
112570,190150,23
112570,120403,24
112570,125897,25
112075,109785,1
112075,110097,2
112075,110653,3
112075,123651,4
112075,111948,5
112075,121309,6
112075,110565,7
112075,121150,8
112075,110583,9
112075,110361,10
112075,117140,11
112075,125727,12
112075,122436,13
112075,117946,14
112075,110671,15
112075,122409,16
112075,110413,17
112075,110705,18
112075,110662,19
112075,110529,20
112075,110644,21
112075,110680,22
112075,120883,23
112075,110422,24
112075,110608,25
112826,113634,1
112826,112190,2
112826,125170,3
112826,117247,4
112826,117894,5
112826,118772,6
112826,186186,7
112826,120953,8
112826,110574,9
112826,114716,10
112826,,11
112826,180212,12
112826,111920,13
112826,117645,14
112826,395362,15
112826,123509,16
112826,122597,17
112826,122755,18
112826,122746,19
112826,123484,20
112826,120290,21
112826,114938,22
112826,117715,23
112826,117195,24
112826,110556,25
395362,113573,1
395362,186186,2
395362,120953,3
395362,114938,4
395362,117733,5
395362,,6
395362,180212,7
395362,112385,8
395362,109907,9
395362,111896,10
395362,125471,11
395362,442781,12
395362,114433,13
395362,108807,14
395362,112826,15
395362,113096,16
395362,125499,17
395362,109350,18
395362,180203,19
395362,121886,20
395362,123509,21
395362,112190,22
395362,123484,23
395362,113856,24
395362,117715,25
113096,122180,1
113096,109208,2
113096,110617,3
113096,444219,4
113096,110644,5
113096,122658,6
113096,114716,7
113096,112190,8
113096,122384,9
113096,120883,10
113096,114433,11
113096,123341,12
113096,395362,13
113096,186186,14
113096,125499,15
113096,120953,16
113096,123509,17
113096,122375,18
113096,110538,19
113096,110246,20
113096,122597,21
113096,110556,22
113096,121707,23
113096,122889,24
113096,117733,25
113111,123527,1
113111,121901,2
113111,110510,3
113111,110361,4
113111,110671,5
113111,119216,6
113111,186186,7
113111,180203,8
113111,125091,9
113111,113573,10
113111,111939,11
113111,121691,12
113111,180212,13
113111,119164,14
113111,442781,15
113111,169327,16
113111,395362,17
113111,112385,18
113111,117636,19
113111,180160,20
113111,113236,21
113111,180328,22
113111,,23
113111,117645,24
113111,109819,25
113193,110422,1
113193,122889,2
113193,108807,3
113193,110556,4
113193,123217,5
113193,110538,6
113193,114789,7
113193,110617,8
113193,124113,9
113193,110246,10
113193,110583,11
113193,409698,12
113193,122339,13
113193,123013,14
113193,114433,15
113193,122409,16
113193,114859,17
113193,109819,18
113193,122375,19
113193,123299,20
113193,120342,21
113193,122755,22
113193,110334,23
113193,122977,24
113193,115393,25
113218,115296,1
113218,122409,2
113218,122339,3
113218,122375,4
113218,123800,5
113218,122384,6
113218,118912,7
113218,120971,8
113218,122436,9
113218,110680,10
113218,366711,11
113218,115861,12
113218,122889,13
113218,121071,14
113218,120953,15
113218,112084,16
113218,123527,17
113218,118772,18
113218,112686,19
113218,399212,20
113218,125471,21
113218,110583,22
113218,113193,23
113218,120421,24
113218,117715,25
113236,114859,1
113236,111887,2
113236,120342,3
113236,115126,4
113236,117645,5
113236,121619,6
113236,110565,7
113236,110583,8
113236,121886,9
113236,110653,10
113236,122205,11
113236,399212,12
113236,110547,13
113236,121901,14
113236,117733,15
113236,112172,16
113236,112686,17
113236,116439,18
113236,125471,19
113236,108807,20
113236,122977,21
113236,115001,22
113236,122889,23
113236,119164,24
113236,117690,25
113333,114266,1
113333,114716,2
113333,122755,3
113333,122746,4
113333,118930,5
113333,125499,6
113333,120290,7
113333,122597,8
113333,122931,9
113333,110574,10
113333,112190,11
113333,110714,12
113333,110644,13
113333,122791,14
113333,111434,15
113333,110538,16
113333,110653,17
113333,122612,18
113333,122454,19
113333,110635,20
113333,110617,21
113333,112826,22
113333,111920,23
113333,110671,24
113333,114938,25
113537,,1
113537,110370,2
113537,,3
113537,131308,4
113537,202046,5
113537,,6
113537,366368,7
113537,133960,8
113537,,9
113537,209603,10
113537,137777,11
113537,120403,12
113537,,13
113537,122506,14
113537,132879,15
113537,109086,16
113537,121071,17
113537,117168,18
113537,111081,19
113537,223506,20
113537,192110,21
113537,132408,22
113537,136145,23
113537,214829,24
113537,137962,25
113634,117894,1
113634,112826,2
113634,122597,3
113634,119331,4
113634,112190,5
113634,110574,6
113634,366401,7
113634,114716,8
113634,122755,9
113634,110617,10
113634,123563,11
113634,111920,12
