year,status,state,demo,grads
2014,projected,Vermont,amerindian_alaskanative,20.18160436739671
2015,projected,Vermont,amerindian_alaskanative,15.131417496592002
2016,projected,Vermont,amerindian_alaskanative,29.351165085300888
2017,projected,Vermont,amerindian_alaskanative,28.81693336599013
2018,projected,Vermont,amerindian_alaskanative,30.38950242042521
2019,projected,Vermont,amerindian_alaskanative,23.18015240209893
2020,projected,Vermont,amerindian_alaskanative,21.774528887072545
2021,projected,Vermont,amerindian_alaskanative,34.06228364883459
2022,projected,Vermont,amerindian_alaskanative,80.74613559646079
2023,projected,Vermont,amerindian_alaskanative,66.35111466737905
2024,projected,Vermont,amerindian_alaskanative,74.9854661739897
2025,projected,Vermont,amerindian_alaskanative,58.118912731923466
2026,projected,Vermont,amerindian_alaskanative,106.01872415647266
2027,projected,Vermont,amerindian_alaskanative,104.19493653760084
2028,projected,Vermont,amerindian_alaskanative,108.28149638265569
2029,projected,Vermont,amerindian_alaskanative,57.80916086438216
2030,projected,Vermont,amerindian_alaskanative,64.35185982157958
2031,projected,Vermont,amerindian_alaskanative,96.23403168379095
2000,actual,Vermont,asian,111.9766533
2001,actual,Vermont,asian,134.8240115
2002,actual,Vermont,asian,133
2003,actual,Vermont,asian,147
2004,actual,Vermont,asian,95
2005,actual,Vermont,asian,118
2006,actual,Vermont,asian,92
2007,actual,Vermont,asian,99
2008,actual,Vermont,asian,163.6549743904227
2009,actual,Vermont,asian,193.1040834170275
2010,actual,Vermont,asian,207.7638058005517
2011,projected,Vermont,asian,169.63624645366042
2012,projected,Vermont,asian,156.25606506457348
2013,projected,Vermont,asian,218.94115335637167
2014,projected,Vermont,asian,215.50538371232014
2015,projected,Vermont,asian,249.25196523040853
2016,projected,Vermont,asian,188.15315230365883
2017,projected,Vermont,asian,215.0826027354893
2018,projected,Vermont,asian,246.1173625998424
2019,projected,Vermont,asian,240.8102278194832
2020,projected,Vermont,asian,277.76210676065426
2021,projected,Vermont,asian,247.20303919114633
2022,projected,Vermont,asian,263.666010857936
2023,projected,Vermont,asian,289.29840974977657
2024,projected,Vermont,asian,235.45412168707674
2025,projected,Vermont,asian,283.68561069903166
2026,projected,Vermont,asian,273.2909046882912
2027,projected,Vermont,asian,277.59662966056976
2028,projected,Vermont,asian,405.3163490930384
2029,projected,Vermont,asian,403.39341857758905
2030,projected,Vermont,asian,376.0205581819702
2031,projected,Vermont,asian,406.73702462638045
2000,actual,Virginia,grand_total,71537
2001,actual,Virginia,grand_total,72254
2002,actual,Virginia,grand_total,78943
2003,actual,Virginia,grand_total,78119
2004,actual,Virginia,grand_total,80761
2005,actual,Virginia,grand_total,76992
2006,actual,Virginia,grand_total,80910
2007,actual,Virginia,grand_total,84625
2008,actual,Virginia,grand_total,86162
2009,actual,Virginia,grand_total,88003
2010,actual,Virginia,grand_total,89297
2011,projected,Virginia,grand_total,89956.21755057183
2012,projected,Virginia,grand_total,89890.2026561926
2013,projected,Virginia,grand_total,88589.14719207081
2014,projected,Virginia,grand_total,87856.18027137633
2015,projected,Virginia,grand_total,88707.0819452895
2016,projected,Virginia,grand_total,87930.32711068288
2017,projected,Virginia,grand_total,90456.12399617692
2018,projected,Virginia,grand_total,90212.58222758616
2019,projected,Virginia,grand_total,89790.43085741263
2020,projected,Virginia,grand_total,89656.67289022611
2021,projected,Virginia,grand_total,91059.44509661822
2022,projected,Virginia,grand_total,91009.38000912944
2023,projected,Virginia,grand_total,93342.1249812678
2024,projected,Virginia,grand_total,95632.47655426402
2025,projected,Virginia,grand_total,93457.20949941837
2026,projected,Virginia,grand_total,91821.89003639549
2027,projected,Virginia,grand_total,89938.92115355069
2028,projected,Virginia,grand_total,89654.30657682255
2029,projected,Virginia,grand_total,90092.62110637382
2030,projected,Virginia,grand_total,89308.65171634892
2031,projected,Virginia,grand_total,90283.84394062853
2000,actual,Virginia,private_total,5470
2001,actual,Virginia,private_total,5735
2002,actual,Virginia,private_total,6000
2003,actual,Virginia,private_total,6077
2004,actual,Virginia,private_total,7094
2005,actual,Virginia,private_total,7395
2006,actual,Virginia,private_total,6913
2007,actual,Virginia,private_total,7256
2008,actual,Virginia,private_total,6511
2009,actual,Virginia,private_total,6492
2010,actual,Virginia,private_total,6402
2011,projected,Virginia,private_total,6620.217550571839
2012,projected,Virginia,private_total,6611.2026561925995
2013,projected,Virginia,private_total,6099.285319892928
2014,projected,Virginia,private_total,5934.95914767801
2015,projected,Virginia,private_total,5847.694372199855
2016,projected,Virginia,private_total,5570.237063912328
2017,projected,Virginia,private_total,5493.8382175587385
2018,projected,Virginia,private_total,5202.701428797656
2019,projected,Virginia,private_total,4935.297709774934
2020,projected,Virginia,private_total,4771.926787514536
2021,projected,Virginia,private_total,4594.75171751268
2022,projected,Virginia,private_total,4333.803083758814
2023,projected,Virginia,private_total,4930.958930365755
2024,projected,Virginia,private_total,4973.765148214801
2025,projected,Virginia,private_total,4806.352868476128
2026,projected,Virginia,private_total,4684.121993567212
2027,projected,Virginia,private_total,4585.7572611234245
2028,projected,Virginia,private_total,4616.074598715503
2029,projected,Virginia,private_total,4631.8187378027305
2030,projected,Virginia,private_total,4581.744395466243
2031,projected,Virginia,private_total,4627.594822397864
2000,actual,Virginia,public_total,66067
2001,actual,Virginia,public_total,66519
2002,actual,Virginia,public_total,72943
2003,actual,Virginia,public_total,72042
2004,actual,Virginia,public_total,73667
2005,actual,Virginia,public_total,69597
2006,actual,Virginia,public_total,73997
2007,actual,Virginia,public_total,77369
2008,actual,Virginia,public_total,79651
2009,actual,Virginia,public_total,81511
2010,actual,Virginia,public_total,82895
2011,projected,Virginia,public_total,83336
2012,projected,Virginia,public_total,83279
2013,projected,Virginia,public_total,82489.86187217789
2014,projected,Virginia,public_total,81921.22112369833
2015,projected,Virginia,public_total,82859.38757308964
2016,projected,Virginia,public_total,82360.09004677055
2017,projected,Virginia,public_total,84962.28577861818
2018,projected,Virginia,public_total,85009.8807987885
2019,projected,Virginia,public_total,84855.1331476377
2020,projected,Virginia,public_total,84884.74610271158
2021,projected,Virginia,public_total,86464.69337910553
2022,projected,Virginia,public_total,86675.57692537062
2023,projected,Virginia,public_total,88411.16605090204
2024,projected,Virginia,public_total,90658.71140604922
2025,projected,Virginia,public_total,88650.85663094225
2026,projected,Virginia,public_total,87137.76804282828
2027,projected,Virginia,public_total,85353.16389242727
2028,projected,Virginia,public_total,85038.23197810704
2029,projected,Virginia,public_total,85460.80236857108
2030,projected,Virginia,public_total,84726.90732088267
2031,projected,Virginia,public_total,85656.24911823067
2000,actual,Virginia,hispanic,2342
2001,actual,Virginia,hispanic,2454
2002,actual,Virginia,hispanic,2894
2003,actual,Virginia,hispanic,2956
2004,actual,Virginia,hispanic,3556
2005,actual,Virginia,hispanic,3537
2006,actual,Virginia,hispanic,3916
2007,actual,Virginia,hispanic,4394
2008,actual,Virginia,hispanic,4960
2009,actual,Virginia,hispanic,5508
2010,actual,Virginia,hispanic,6901
2011,projected,Virginia,hispanic,7542
2012,projected,Virginia,hispanic,8055
2013,projected,Virginia,hispanic,8093.511424273098
2014,projected,Virginia,hispanic,8653.972549446225
2015,projected,Virginia,hispanic,9489.953003676761
2016,projected,Virginia,hispanic,10103.43843345197
2017,projected,Virginia,hispanic,10996.481244920833
2018,projected,Virginia,hispanic,11722.196413222508
2019,projected,Virginia,hispanic,12765.241993966201
2020,projected,Virginia,hispanic,13346.51395672107
2021,projected,Virginia,hispanic,14561.229534293314
2022,projected,Virginia,hispanic,15694.071244950846
2023,projected,Virginia,hispanic,17231.710956155413
2024,projected,Virginia,hispanic,18758.893154397345
2025,projected,Virginia,hispanic,17722.496946790525
2026,projected,Virginia,hispanic,16848.03006624897
2027,projected,Virginia,hispanic,15327.71192650134
2028,projected,Virginia,hispanic,15314.708219744616
2029,projected,Virginia,hispanic,15928.120105787833
2030,projected,Virginia,hispanic,16112.067300518069
